,source,target,weight,source_word,target_word,source_community,target_community
4437,187,492,4,give,source,3,2
4438,187,509,4,give,😂,3,1
4439,529,492,2,paper,source,4,2
4440,529,509,2,paper,😂,4,1
4441,492,509,2,source,😂,2,1
4442,95,119,2,allow,away,1,7
4443,95,477,1,allow,fire,1,1
4444,95,187,2,allow,give,1,3
4445,95,228,1,allow,other,1,10
4446,95,50,1,allow,school,1,7
4447,95,296,1,allow,stuff,1,7
4448,95,51,1,allow,teacher,1,7
4449,119,119,1,away,away,7,7
4450,119,477,2,away,fire,7,1
4451,119,187,4,away,give,7,3
4452,119,228,3,away,other,7,10
4453,119,50,3,away,school,7,7
4454,119,265,2,away,state,7,2
4455,119,296,3,away,stuff,7,7
4456,477,187,2,fire,give,1,3
4457,477,228,1,fire,other,1,10
4458,477,50,1,fire,school,1,7
4459,477,265,1,fire,state,1,2
4460,477,296,1,fire,stuff,1,7
4461,477,51,1,fire,teacher,1,7
4462,187,228,2,give,other,3,10
4463,187,50,2,give,school,3,7
4464,187,265,2,give,state,3,2
4465,187,296,2,give,stuff,3,7
4466,187,51,2,give,teacher,3,7
4467,228,50,2,other,school,10,7
4468,228,265,1,other,state,10,2
4469,228,296,1,other,stuff,10,7
4470,228,51,1,other,teacher,10,7
4471,50,265,1,school,state,7,2
4472,50,296,1,school,stuff,7,7
4473,265,296,1,state,stuff,2,7
4474,265,51,1,state,teacher,2,7
4475,296,51,2,stuff,teacher,7,7
4476,159,530,3,there,yesterday,0,0
4477,8,162,5,people,see,11,0
4478,119,456,1,away,cry,7,3
4479,119,120,1,away,good,7,8
4480,119,504,1,away,honestly,7,1
4481,119,28,1,away,make,7,1
4482,119,8,1,away,people,7,11
4483,119,175,2,away,thing,7,4
4484,456,120,1,cry,good,3,8
4485,456,504,1,cry,honestly,3,1
4486,456,8,2,cry,people,3,11
4487,456,175,4,cry,thing,3,4
4488,456,312,1,cry,throw,3,7
4489,456,196,1,cry,use,3,7
4490,120,504,1,good,honestly,8,1
4491,120,28,3,good,make,8,1
4492,120,8,8,good,people,8,11
4493,120,175,5,good,thing,8,4
4494,120,312,1,good,throw,8,7
4495,120,196,4,good,use,8,7
4496,504,28,1,honestly,make,1,1
4497,504,8,1,honestly,people,1,11
4498,504,175,2,honestly,thing,1,4
4499,504,312,1,honestly,throw,1,7
4500,504,196,2,honestly,use,1,7
4501,28,312,1,make,throw,1,7
4502,28,196,8,make,use,1,7
4503,8,175,5,people,thing,11,4
4504,175,312,2,thing,throw,4,7
4505,175,196,4,thing,use,4,7
4506,261,335,4,kid,now,2,6
4507,335,260,2,now,teach,6,2
4508,131,321,1,hear,once,4,3
4509,131,113,1,hear,true,4,10
4510,321,113,1,once,true,3,10
4511,2,82,4,electric,less,2,11
4512,2,167,4,electric,pollution,2,2
4513,2,238,6,electric,produce,2,2
4514,2,354,4,electric,sure,2,2
4515,82,167,7,less,pollution,11,2
4516,82,238,4,less,produce,11,2
4517,82,354,4,less,sure,11,2
4518,82,390,4,less,vehicle,11,2
4519,167,238,4,pollution,produce,2,2
4520,167,354,4,pollution,sure,2,2
4521,167,390,4,pollution,vehicle,2,2
4522,238,354,4,produce,sure,2,2
4523,238,390,4,produce,vehicle,2,2
4524,354,390,4,sure,vehicle,2,2
4525,273,31,1,ago,money,3,9
4526,273,104,1,ago,more,3,5
4527,273,518,1,ago,same,3,0
4528,273,352,3,ago,tree,3,5
4529,273,196,1,ago,use,3,7
4530,31,104,4,money,more,9,5
4531,31,518,2,money,same,9,0
4532,31,55,3,money,year,9,3
4533,104,518,1,more,same,5,0
4534,104,352,10,more,tree,5,5
4535,104,196,9,more,use,5,7
4536,104,55,7,more,year,5,3
4537,518,352,3,same,tree,0,5
4538,518,196,2,same,use,0,7
4539,518,55,7,same,year,0,3
4540,352,196,4,tree,use,5,7
4541,352,55,9,tree,year,5,3
4542,196,55,5,use,year,7,3
4543,531,10,2,agree,as,2,11
4544,531,3,1,agree,car,2,2
4545,531,14,1,agree,care,2,2
4546,531,235,1,agree,drive,2,2
4547,531,52,1,agree,gas,2,2
4548,531,483,1,agree,light,2,7
4549,531,125,1,agree,long,2,6
4550,531,46,1,agree,one,2,4
4551,531,167,1,agree,pollution,2,2
4552,531,306,1,agree,s,2,2
4553,531,15,1,agree,too,2,2
4554,10,3,2,as,car,11,2
4555,10,14,1,as,care,11,2
4556,10,235,1,as,drive,11,2
4557,10,52,1,as,gas,11,2
4558,10,483,1,as,light,11,7
4559,10,125,2,as,long,11,6
4560,10,46,1,as,one,11,4
4561,10,167,1,as,pollution,11,2
4562,10,306,1,as,s,11,2
4563,10,15,2,as,too,11,2
4564,3,14,1,car,care,2,2
4565,3,483,1,car,light,2,7
4566,3,125,1,car,long,2,6
4567,3,46,1,car,one,2,4
4568,3,167,2,car,pollution,2,2
4569,3,306,1,car,s,2,2
4570,14,235,1,care,drive,2,2
4571,14,52,1,care,gas,2,2
4572,14,483,1,care,light,2,7
4573,14,125,2,care,long,2,6
4574,14,46,1,care,one,2,4
4575,14,167,1,care,pollution,2,2
4576,14,306,1,care,s,2,2
4577,235,52,1,drive,gas,2,2
4578,235,483,1,drive,light,2,7
4579,235,125,1,drive,long,2,6
4580,235,46,1,drive,one,2,4
4581,235,167,1,drive,pollution,2,2
4582,235,306,1,drive,s,2,2
4583,52,483,1,gas,light,2,7
4584,52,125,1,gas,long,2,6
4585,52,46,1,gas,one,2,4
4586,52,167,1,gas,pollution,2,2
4587,52,306,1,gas,s,2,2
4588,52,15,1,gas,too,2,2
4589,483,125,1,light,long,7,6
4590,483,46,2,light,one,7,4
4591,483,167,3,light,pollution,7,2
4592,483,306,1,light,s,7,2
4593,483,15,1,light,too,7,2
4594,125,46,1,long,one,6,4
4595,125,167,1,long,pollution,6,2
4596,125,306,1,long,s,6,2
4597,125,15,1,long,too,6,2
4598,46,167,2,one,pollution,4,2
4599,46,306,1,one,s,4,2
4600,46,15,1,one,too,4,2
4601,167,306,1,pollution,s,2,2
4602,167,15,1,pollution,too,2,2
4603,306,15,1,s,too,2,2
4604,283,532,1,build,co2,5,2
4605,283,104,10,build,more,5,5
4606,283,86,1,build,probably,5,1
4607,283,468,1,build,release,5,1
4608,532,104,1,co2,more,2,5
4609,532,86,1,co2,probably,2,1
4610,532,468,1,co2,release,2,1
4611,532,55,1,co2,year,2,3
4612,104,86,2,more,probably,5,1
4613,104,468,3,more,release,5,1
4614,86,468,1,probably,release,1,1
4615,86,55,1,probably,year,1,3
4616,468,55,2,release,year,1,3
4617,348,348,3,book,book,3,3
4618,348,92,3,book,happen,3,3
4619,348,234,3,book,law,3,2
4620,348,533,3,book,student,3,3
4621,92,234,1,happen,law,3,2
4622,92,533,2,happen,student,3,3
4623,234,533,1,law,student,2,3
4624,210,100,2,post,😭,9,9
4625,210,233,1,post,🙏,9,9
4626,62,335,4,look,now,6,6
4627,62,71,2,look,tell,6,3
4628,62,102,3,look,try,6,6
4629,335,71,3,now,tell,6,3
4630,262,232,1,still,turn,8,3
4631,443,467,1,billionaire,definitely,6,10
4632,443,20,1,billionaire,end,6,4
4633,443,294,1,billionaire,game,6,2
4634,443,12,1,billionaire,think,6,11
4635,467,20,1,definitely,end,10,4
4636,467,294,1,definitely,game,10,2
4637,467,12,1,definitely,think,10,11
4638,20,294,1,end,game,4,2
4639,20,12,1,end,think,4,11
4640,294,12,1,game,think,2,11
4641,8,462,2,people,research,11,4
4642,253,137,1,live,man,0,7
4643,253,218,1,live,tired,0,4
4644,137,60,1,man,time,7,8
4645,137,218,1,man,tired,7,4
4646,137,48,2,man,’m,7,3
4647,60,218,1,time,tired,8,4
4648,512,1,1,death,government,3,5
4649,512,8,2,death,people,3,11
4650,512,331,1,death,president,3,1
4651,1,8,1,government,people,5,11
4652,1,331,1,government,president,5,1
4653,1,42,1,government,safe,5,4
4654,8,331,1,people,president,11,1
4655,331,42,1,president,safe,1,4
4656,335,293,1,now,super,6,10
4657,472,525,1,AC,response,8,1
4658,47,468,1,leave,release,3,1
4659,47,518,1,leave,same,3,0
4660,47,12,1,leave,think,3,11
4661,47,112,1,leave,world,3,10
4662,468,518,1,release,same,1,0
4663,468,12,1,release,think,1,11
4664,468,112,1,release,world,1,10
4665,518,12,1,same,think,0,11
4666,518,112,1,same,world,0,10
4667,12,112,6,think,world,11,10
4668,12,55,9,think,year,11,3
4669,423,75,2,all,day,6,4
4670,423,281,2,all,house,6,5
4671,423,534,2,all,sit,6,2
4672,75,534,2,day,sit,4,2
4673,281,534,2,house,sit,5,2
4674,75,487,1,day,heat,4,3
4675,75,65,1,day,only,4,11
4676,487,65,3,heat,only,3,11
4677,487,100,3,heat,😭,3,9
4678,92,104,2,happen,more,3,5
4679,92,4,2,happen,never,3,0
4680,104,4,7,more,never,5,0
4681,104,60,4,more,time,5,8
4682,4,230,1,never,then,0,7
4683,4,60,2,never,time,0,8
4684,230,60,8,then,time,7,8
4685,269,237,5,big,company,0,2
4686,269,139,1,big,environment,0,2
4687,269,363,1,big,lot,0,4
4688,269,28,3,big,make,0,1
4689,269,535,1,big,pass,0,3
4690,269,166,2,big,sad,0,0
4691,269,99,1,big,save,0,3
4692,269,53,1,big,well,0,1
4693,237,139,1,company,environment,2,2
4694,237,363,1,company,lot,2,4
4695,237,535,1,company,pass,2,3
4696,237,166,1,company,sad,2,0
4697,237,99,1,company,save,2,3
4698,237,53,1,company,well,2,1
4699,139,363,1,environment,lot,2,4
4700,139,28,1,environment,make,2,1
4701,139,535,1,environment,pass,2,3
4702,139,166,3,environment,sad,2,0
4703,139,99,1,environment,save,2,3
4704,139,53,2,environment,well,2,1
4705,363,28,3,lot,make,4,1
4706,363,535,1,lot,pass,4,3
4707,363,166,2,lot,sad,4,0
4708,363,99,1,lot,save,4,3
4709,363,53,1,lot,well,4,1
4710,28,535,1,make,pass,1,3
4711,28,166,2,make,sad,1,0
4712,28,99,1,make,save,1,3
4713,535,166,1,pass,sad,3,0
4714,535,99,1,pass,save,3,3
4715,535,53,1,pass,well,3,1
4716,166,99,1,sad,save,0,3
4717,166,53,1,sad,well,0,1
4718,99,53,1,save,well,3,1
4719,184,289,1,absolutely,attention,4,1
4720,184,413,1,absolutely,crazy,4,10
4721,184,104,1,absolutely,more,4,5
4722,184,11,1,absolutely,much,4,5
4723,289,413,1,attention,crazy,1,10
4724,289,104,3,attention,more,1,5
4725,289,11,2,attention,much,1,5
4726,413,104,1,crazy,more,10,5
4727,413,11,1,crazy,much,10,5
4728,104,11,4,more,much,5,5
4729,202,129,2,already,next,3,3
4730,202,402,4,already,plan,3,3
4731,202,238,4,already,produce,3,2
4732,202,462,2,already,research,3,4
4733,202,13,2,already,start,3,0
4734,129,402,2,next,plan,3,3
4735,129,238,4,next,produce,3,2
4736,129,462,2,next,research,3,4
4737,129,13,2,next,start,3,0
4738,402,238,4,plan,produce,3,2
4739,402,462,2,plan,research,3,4
4740,402,13,2,plan,start,3,0
4741,238,238,2,produce,produce,2,2
4742,238,462,4,produce,research,2,4
4743,238,13,4,produce,start,2,0
4744,238,55,4,produce,year,2,3
4745,462,13,2,research,start,4,0
4746,462,55,2,research,year,4,3
4747,237,161,2,company,last,2,0
4748,237,536,2,company,pull,2,3
4749,161,536,2,last,pull,0,3
4750,161,29,7,last,work,0,8
4751,536,29,2,pull,work,3,8
4752,536,55,2,pull,year,3,3
4753,29,55,3,work,year,8,3
4754,292,221,2,hard,keep,4,2
4755,292,412,2,hard,lawn,4,6
4756,292,537,2,hard,nice,4,8
4757,292,322,2,hard,pretty,4,6
4758,221,412,4,keep,lawn,2,6
4759,221,537,2,keep,nice,2,8
4760,221,322,2,keep,pretty,2,6
4761,412,537,2,lawn,nice,6,8
4762,537,322,2,nice,pretty,8,6
4763,28,210,2,make,post,1,9
4764,65,210,1,only,post,11,9
4765,92,272,2,happen,know,3,7
4766,92,55,15,happen,year,3,3
4767,272,117,1,know,💀,7,2
4768,55,117,1,year,💀,3,2
4769,169,169,2,clock,clock,3,3
4770,129,71,2,next,tell,3,3
4771,129,416,1,next,weather,3,4
4772,71,416,1,tell,weather,3,4
4773,71,55,3,tell,year,3,3
4774,314,533,1,major,student,10,3
4775,257,41,1,always,feel,6,1
4776,257,430,2,always,😩,6,4
4777,41,430,2,feel,😩,1,4
4778,430,430,8,😩,😩,4,4
4779,17,98,2,bro,ever,2,4
4780,17,215,1,bro,fail,2,3
4781,17,100,4,bro,😭,2,9
4782,98,215,1,ever,fail,4,3
4783,98,100,4,ever,😭,4,9
4784,215,100,3,fail,😭,3,9
4785,62,417,1,look,plant,6,4
4786,62,352,1,look,tree,6,5
4787,62,538,1,look,😫,6,4
4788,417,538,1,plant,😫,4,4
4789,352,538,1,tree,😫,5,4
4790,539,360,4,convince,dad,6,6
4791,539,341,4,convince,generation,6,6
4792,539,8,4,convince,people,6,11
4793,539,454,4,convince,today,6,0
4794,539,102,4,convince,try,6,6
4795,539,110,4,convince,want,6,6
4796,539,29,4,convince,work,6,8
4797,360,341,4,dad,generation,6,6
4798,360,8,4,dad,people,6,11
4799,360,454,4,dad,today,6,0
4800,360,102,7,dad,try,6,6
4801,360,110,4,dad,want,6,6
4802,360,29,4,dad,work,6,8
4803,341,8,4,generation,people,6,11
4804,341,454,4,generation,today,6,0
4805,341,102,4,generation,try,6,6
4806,341,110,4,generation,want,6,6
4807,341,29,4,generation,work,6,8
4808,8,102,6,people,try,11,6
4809,8,110,4,people,want,11,6
4810,8,29,9,people,work,11,8
4811,454,102,4,today,try,0,6
4812,454,110,4,today,want,0,6
4813,454,29,5,today,work,0,8
4814,102,110,6,try,want,6,6
4815,102,29,4,try,work,6,8
4816,110,29,4,want,work,6,8
4817,69,92,5,die,happen,0,3
4818,69,207,5,die,many,0,7
4819,92,207,4,happen,many,3,7
4820,20,104,1,end,more,4,5
4821,20,135,1,end,show,4,11
4822,187,135,2,give,show,3,11
4823,104,135,3,more,show,5,11
4824,189,55,2,hold,year,9,3
4825,108,52,1,fact,gas,0,2
4826,108,1,1,fact,government,0,5
4827,108,131,2,fact,hear,0,4
4828,108,379,1,fact,oil,0,2
4829,108,29,2,fact,work,0,8
4830,52,131,1,gas,hear,2,4
4831,52,379,1,gas,oil,2,2
4832,52,29,1,gas,work,2,8
4833,1,131,1,government,hear,5,4
4834,1,379,1,government,oil,5,2
4835,1,29,1,government,work,5,8
4836,131,379,1,hear,oil,4,2
4837,131,29,1,hear,work,4,8
4838,379,29,1,oil,work,2,8
4839,540,297,1,accurate,🤣,0,9
4840,10,123,2,as,fuel,11,2
4841,10,1,1,as,government,11,5
4842,10,376,1,as,nuclear,11,2
4843,10,238,1,as,produce,11,2
4844,10,53,11,as,well,11,1
4845,123,1,2,fuel,government,2,5
4846,123,376,2,fuel,nuclear,2,2
4847,123,238,2,fuel,produce,2,2
4848,123,53,2,fuel,well,2,1
4849,1,376,1,government,nuclear,5,2
4850,1,238,1,government,produce,5,2
4851,376,238,2,nuclear,produce,2,2
4852,376,53,2,nuclear,well,2,1
4853,238,53,1,produce,well,2,1
4854,14,213,1,care,comment,2,7
4855,14,128,2,care,need,2,9
4856,14,222,1,care,ppl,2,9
4857,14,162,1,care,see,2,0
4858,213,30,1,comment,get,7,1
4859,213,128,1,comment,need,7,9
4860,213,222,1,comment,ppl,7,9
4861,213,162,1,comment,see,7,0
4862,30,222,4,get,ppl,1,9
4863,128,222,1,need,ppl,9,9
4864,128,162,5,need,see,9,0
4865,222,162,2,ppl,see,9,0
4866,269,87,2,big,cause,0,5
4867,269,25,1,big,soon,0,1
4868,269,60,3,big,time,0,8
4869,87,369,1,cause,corporation,5,10
4870,87,166,1,cause,sad,5,0
4871,87,162,2,cause,see,5,0
4872,87,25,1,cause,soon,5,1
4873,87,60,1,cause,time,5,8
4874,369,166,1,corporation,sad,10,0
4875,369,162,1,corporation,see,10,0
4876,369,25,3,corporation,soon,10,1
4877,369,60,1,corporation,time,10,8
4878,166,25,1,sad,soon,0,1
4879,166,60,1,sad,time,0,8
4880,162,25,1,see,soon,0,1
4881,68,505,1,buy,yard,5,6
4882,68,55,2,buy,year,5,3
4883,417,505,4,plant,yard,4,6
4884,417,55,1,plant,year,4,3
4885,505,55,1,yard,year,6,3
4886,471,159,3,luck,there,0,0
4887,471,160,3,luck,week,0,0
4888,471,446,4,luck,wish,0,0
4889,471,364,12,luck,😅,0,0
4890,159,446,3,there,wish,0,0
4891,159,364,12,there,😅,0,0
4892,160,446,3,week,wish,0,0
4893,160,364,12,week,😅,0,0
4894,446,364,12,wish,😅,0,0
4895,364,364,23,😅,😅,0,0
4896,217,137,1,first,man,4,7
4897,217,133,1,first,old,4,8
4898,217,444,1,first,season,4,1
4899,217,249,1,first,wait,4,5
4900,137,133,1,man,old,7,8
4901,137,32,2,man,put,7,2
4902,137,444,1,man,season,7,1
4903,137,249,1,man,wait,7,5
4904,133,32,2,old,put,8,2
4905,133,444,1,old,season,8,1
4906,133,249,1,old,wait,8,5
4907,32,444,1,put,season,2,1
4908,32,249,1,put,wait,2,5
4909,444,249,1,season,wait,1,5
4910,418,75,1,city,day,0,4
4911,418,219,1,city,predict,0,4
4912,418,416,1,city,weather,0,4
4913,75,219,1,day,predict,4,4
4914,75,416,1,day,weather,4,4
4915,410,541,1,enough,joke,5,5
4916,410,128,1,enough,need,5,9
4917,410,4,1,enough,never,5,0
4918,410,144,1,enough,rate,5,2
4919,410,15,1,enough,too,5,2
4920,410,109,1,enough,understand,5,9
4921,541,128,1,joke,need,5,9
4922,541,4,1,joke,never,5,0
4923,541,417,1,joke,plant,5,4
4924,541,144,2,joke,rate,5,2
4925,541,15,1,joke,too,5,2
4926,541,352,1,joke,tree,5,5
4927,541,109,1,joke,understand,5,9
4928,128,4,1,need,never,9,0
4929,128,144,1,need,rate,9,2
4930,128,15,1,need,too,9,2
4931,128,352,3,need,tree,9,5
4932,4,417,1,never,plant,0,4
4933,4,144,1,never,rate,0,2
4934,4,15,1,never,too,0,2
4935,4,352,2,never,tree,0,5
4936,417,144,1,plant,rate,4,2
4937,417,15,3,plant,too,4,2
4938,417,109,1,plant,understand,4,9
4939,144,15,1,rate,too,2,2
4940,144,352,1,rate,tree,2,5
4941,144,109,1,rate,understand,2,9
4942,15,352,1,too,tree,2,5
4943,15,109,1,too,understand,2,9
4944,352,109,1,tree,understand,5,9
4945,542,257,1,Colorado,always,0,6
4946,542,197,1,Colorado,entire,0,0
4947,542,161,1,Colorado,last,0,0
4948,542,78,1,Colorado,life,0,4
4949,542,253,3,Colorado,live,0,0
4950,542,116,3,Colorado,snow,0,0
4951,542,113,1,Colorado,true,0,10
4952,542,160,1,Colorado,week,0,0
4953,542,55,3,Colorado,year,0,3
4954,257,197,2,always,entire,6,0
4955,257,161,2,always,last,6,0
4956,257,78,3,always,life,6,4
4957,257,253,2,always,live,6,0
4958,257,116,1,always,snow,6,0
4959,257,113,1,always,true,6,10
4960,257,160,1,always,week,6,0
4961,257,55,5,always,year,6,3
4962,197,161,1,entire,last,0,0
4963,197,78,1,entire,life,0,4
4964,197,253,1,entire,live,0,0
4965,197,116,1,entire,snow,0,0
4966,197,113,1,entire,true,0,10
4967,197,160,1,entire,week,0,0
4968,197,55,2,entire,year,0,3
4969,161,78,1,last,life,0,4
4970,161,253,3,last,live,0,0
4971,161,116,8,last,snow,0,0
4972,161,113,1,last,true,0,10
4973,78,253,2,life,live,4,0
4974,78,116,1,life,snow,4,0
4975,78,113,1,life,true,4,10
4976,78,160,1,life,week,4,0
4977,78,55,2,life,year,4,3
4978,253,113,4,live,true,0,10
4979,253,160,1,live,week,0,0
4980,116,113,1,snow,true,0,10
4981,116,160,1,snow,week,0,0
4982,116,55,14,snow,year,0,3
4983,113,160,1,true,week,10,0
4984,113,55,3,true,year,10,3
4985,160,55,2,week,year,0,3
4986,309,376,1,explain,nuclear,11,2
4987,366,10,5,age,as,11,11
4988,366,132,4,age,due,11,11
4989,366,309,8,age,explain,11,11
4990,366,353,8,age,few,11,11
4991,366,347,4,age,history,11,11
4992,366,82,4,age,less,11,11
4993,366,466,8,age,lifetime,11,11
4994,366,65,8,age,only,11,11
4995,366,8,4,age,people,11,11
4996,366,513,8,age,record,11,11
4997,366,543,9,age,science,11,11
4998,366,135,4,age,show,11,11
4999,366,279,4,age,smart,11,11
5000,366,12,5,age,think,11,11
5001,366,55,6,age,year,11,3
5002,10,132,4,as,due,11,11
5003,10,309,8,as,explain,11,11
5004,10,353,9,as,few,11,11
5005,10,347,4,as,history,11,11
5006,10,365,5,as,ice,11,11
5007,10,82,5,as,less,11,11
5008,10,466,8,as,lifetime,11,11
5009,10,65,8,as,only,11,11
5010,10,513,8,as,record,11,11
5011,10,543,9,as,science,11,11
5012,10,135,4,as,show,11,11
5013,10,279,4,as,smart,11,11
5014,10,55,4,as,year,11,3
5015,132,309,8,due,explain,11,11
5016,132,353,8,due,few,11,11
5017,132,347,4,due,history,11,11
5018,132,365,4,due,ice,11,11
5019,132,82,4,due,less,11,11
5020,132,466,8,due,lifetime,11,11
5021,132,65,4,due,only,11,11
5022,132,8,4,due,people,11,11
5023,132,513,8,due,record,11,11
5024,132,543,8,due,science,11,11
5025,132,135,4,due,show,11,11
5026,132,279,4,due,smart,11,11
5027,132,55,4,due,year,11,3
5028,309,309,4,explain,explain,11,11
5029,309,353,16,explain,few,11,11
5030,309,347,8,explain,history,11,11
5031,309,365,8,explain,ice,11,11
5032,309,82,8,explain,less,11,11
5033,309,466,16,explain,lifetime,11,11
5034,309,65,9,explain,only,11,11
5035,309,8,9,explain,people,11,11
5036,309,513,16,explain,record,11,11
5037,309,543,16,explain,science,11,11
5038,309,135,8,explain,show,11,11
5039,309,279,8,explain,smart,11,11
5040,309,12,8,explain,think,11,11
5041,309,55,9,explain,year,11,3
5042,353,353,4,few,few,11,11
5043,353,347,8,few,history,11,11
5044,353,365,8,few,ice,11,11
5045,353,82,8,few,less,11,11
5046,353,466,16,few,lifetime,11,11
5047,353,65,8,few,only,11,11
5048,353,8,12,few,people,11,11
5049,353,513,16,few,record,11,11
5050,353,543,17,few,science,11,11
5051,353,135,8,few,show,11,11
5052,353,279,8,few,smart,11,11
5053,353,12,11,few,think,11,11
5054,353,55,12,few,year,11,3
5055,347,365,4,history,ice,11,11
5056,347,82,4,history,less,11,11
5057,347,466,8,history,lifetime,11,11
5058,347,65,4,history,only,11,11
5059,347,513,8,history,record,11,11
5060,347,543,8,history,science,11,11
5061,347,135,4,history,show,11,11
5062,347,279,4,history,smart,11,11
5063,347,12,4,history,think,11,11
5064,347,55,5,history,year,11,3
5065,365,82,4,ice,less,11,11
5066,365,466,8,ice,lifetime,11,11
5067,365,65,9,ice,only,11,11
5068,365,8,4,ice,people,11,11
5069,365,513,8,ice,record,11,11
5070,365,543,8,ice,science,11,11
5071,365,135,4,ice,show,11,11
5072,365,279,4,ice,smart,11,11
5073,365,12,7,ice,think,11,11
5074,82,466,8,less,lifetime,11,11
5075,82,65,4,less,only,11,11
5076,82,8,7,less,people,11,11
5077,82,513,8,less,record,11,11
5078,82,543,8,less,science,11,11
5079,82,135,4,less,show,11,11
5080,82,279,4,less,smart,11,11
5081,82,12,4,less,think,11,11
5082,82,55,7,less,year,11,3
5083,466,466,4,lifetime,lifetime,11,11
5084,466,65,8,lifetime,only,11,11
5085,466,8,8,lifetime,people,11,11
5086,466,513,16,lifetime,record,11,11
5087,466,543,16,lifetime,science,11,11
5088,466,135,8,lifetime,show,11,11
5089,466,279,8,lifetime,smart,11,11
5090,466,55,8,lifetime,year,11,3
5091,65,513,8,only,record,11,11
5092,65,543,8,only,science,11,11
5093,65,135,4,only,show,11,11
5094,65,279,4,only,smart,11,11
5095,65,55,5,only,year,11,3
5096,8,513,8,people,record,11,11
5097,8,543,9,people,science,11,11
5098,8,135,6,people,show,11,11
5099,8,279,6,people,smart,11,11
5100,8,55,7,people,year,11,3
5101,513,513,4,record,record,11,11
5102,513,543,16,record,science,11,11
5103,513,135,8,record,show,11,11
5104,513,279,8,record,smart,11,11
5105,513,12,8,record,think,11,11
5106,543,543,4,science,science,11,11
5107,543,135,9,science,show,11,11
5108,543,279,8,science,smart,11,11
5109,543,12,8,science,think,11,11
5110,543,55,8,science,year,11,3
5111,135,279,4,show,smart,11,11
5112,135,55,4,show,year,11,3
5113,279,12,5,smart,think,11,11
5114,279,55,4,smart,year,11,3
5115,10,285,1,as,current,11,5
5116,10,401,1,as,energy,11,2
5117,10,128,4,as,need,11,9
5118,10,263,1,as,new,11,2
5119,10,492,1,as,source,11,2
5120,285,401,1,current,energy,5,2
5121,285,128,1,current,need,5,9
5122,285,263,1,current,new,5,2
5123,285,65,1,current,only,5,11
5124,285,492,1,current,source,5,2
5125,285,12,1,current,think,5,11
5126,401,263,1,energy,new,2,2
5127,401,65,3,energy,only,2,11
5128,401,12,1,energy,think,2,11
5129,128,65,4,need,only,9,11
5130,128,492,1,need,source,9,2
5131,263,65,1,new,only,2,11
5132,263,492,1,new,source,2,2
5133,263,12,2,new,think,2,11
5134,65,492,1,only,source,11,2
5135,492,12,1,source,think,2,11
5136,10,348,1,as,book,11,3
5137,10,544,1,as,finally,11,0
5138,10,30,5,as,get,11,1
5139,10,329,1,as,grow,11,5
5140,10,62,1,as,look,11,6
5141,10,454,1,as,today,11,0
5142,348,353,1,book,few,3,11
5143,348,544,1,book,finally,3,0
5144,348,30,2,book,get,3,1
5145,348,329,1,book,grow,3,5
5146,348,543,1,book,science,3,11
5147,348,454,1,book,today,3,0
5148,353,544,1,few,finally,11,0
5149,353,329,1,few,grow,11,5
5150,353,62,1,few,look,11,6
5151,353,454,1,few,today,11,0
5152,544,30,1,finally,get,0,1
5153,544,329,1,finally,grow,0,5
5154,544,62,1,finally,look,0,6
5155,544,543,1,finally,science,0,11
5156,544,454,3,finally,today,0,0
5157,30,329,9,get,grow,1,5
5158,30,62,1,get,look,1,6
5159,30,543,1,get,science,1,11
5160,30,454,2,get,today,1,0
5161,329,62,1,grow,look,5,6
5162,329,543,1,grow,science,5,11
5163,62,543,2,look,science,6,11
5164,62,454,1,look,today,6,0
5165,543,454,1,science,today,11,0
5166,237,272,1,company,know,2,7
5167,374,374,1,US,US,1,1
5168,374,465,4,US,emission,1,2
5169,374,65,2,US,only,1,11
5170,374,535,2,US,pass,1,3
5171,465,465,1,emission,emission,2,2
5172,465,30,3,emission,get,2,1
5173,465,65,2,emission,only,2,11
5174,465,535,2,emission,pass,2,3
5175,30,65,5,get,only,1,11
5176,30,535,1,get,pass,1,3
5177,65,535,1,only,pass,11,3
5178,411,374,1,Trump,US,12,1
5179,411,354,1,Trump,sure,12,2
5180,374,284,1,US,imagine,1,6
5181,374,354,1,US,sure,1,2
5182,284,354,1,imagine,sure,6,2
5183,281,28,1,house,make,5,1
5184,545,20,1,class,end,7,4
5185,545,108,1,class,fact,7,0
5186,545,310,1,class,issue,7,10
5187,545,424,1,class,place,7,6
5188,20,108,1,end,fact,4,0
5189,20,310,1,end,issue,4,10
5190,20,424,1,end,place,4,6
5191,108,310,1,fact,issue,0,10
5192,108,424,1,fact,place,0,6
5193,310,424,1,issue,place,10,6
5194,283,418,3,build,city,5,0
5195,283,546,2,build,desert,5,0
5196,283,288,2,build,huge,5,5
5197,418,546,2,city,desert,0,0
5198,418,288,2,city,huge,0,5
5199,546,288,2,desert,huge,0,5
5200,271,330,3,back,bc,0,6
5201,271,413,3,back,crazy,0,10
5202,271,448,3,back,fast,0,1
5203,271,320,3,back,forest,0,5
5204,271,253,4,back,live,0,0
5205,271,373,3,back,r,0,0
5206,271,505,4,back,yard,0,6
5207,330,413,3,bc,crazy,6,10
5208,330,448,3,bc,fast,6,1
5209,330,320,3,bc,forest,6,5
5210,330,253,3,bc,live,6,0
5211,330,373,3,bc,r,6,0
5212,330,162,4,bc,see,6,0
