,node_id,word,frequency,community
520,520,co2,14,2
521,521,👏,87,5
522,522,almost,13,2
523,523,sit,10,2
524,524,nice,15,3
525,525,😫,12,3
526,526,accurate,10,0
527,527,joke,15,3
528,528,finally,13,0
529,529,class,11,5
530,530,email,16,5
531,531,💙,10,5
532,532,💯,26,0
533,533,tho,13,0
534,534,letter,12,5
535,535,break,12,0
536,536,home,23,5
537,537,🥺,30,1
538,538,🔥,34,6
539,539,remember,13,0
540,540,Canada,11,0
541,541,😡,14,1
542,542,brilliant,12,0
543,543,boost,18,7
544,544,♥,11,7
545,545,suppose,11,0
546,546,lang,12,7
547,547,god,14,2
548,548,average,12,0
549,549,concern,12,0
550,550,yg,17,6
551,551,wake,17,5
552,552,tidak,10,6
553,553,song,28,2
554,554,river,12,0
555,555,💔,12,1
556,556,awesome,12,0
557,557,uma,11,1
558,558,western,11,4
559,559,😢,19,1
560,560,climatico,14,1
561,561,das,12,1
562,562,♀,13,3
563,563,solar,22,4
564,564,panel,11,4
565,565,yan,12,7
566,566,é,10,1
567,567,dome,16,0
568,568,Texas,10,0
569,569,person,14,0
570,570,final,16,1
571,571,York,11,1
572,572,out,10,0
573,573,Pakistan,10,0
574,574,small,10,3
575,575,BC,10,2
576,576,Deus,10,1
577,577,👌,10,8
578,578,Cruciani,11,5
579,579,UAE,10,0
