,source,target,weight,source_word,target_word,source_community,target_community
2144,422,423,2,city,ocean,0,0
2145,422,421,2,city,plant,0,3
2146,422,110,2,city,water,0,2
2147,335,423,2,major,ocean,0,0
2148,335,421,2,major,plant,0,3
2149,335,110,2,major,water,0,2
2150,423,421,4,ocean,plant,0,3
2151,423,110,6,ocean,water,0,2
2152,421,110,2,plant,water,3,2
2153,425,328,2,all,bc,3,3
2154,425,424,2,all,bee,3,3
2155,425,337,2,all,bug,3,3
2156,425,190,2,all,cool,3,3
2157,425,107,2,all,idea,3,3
2158,425,384,2,all,idk,3,3
2159,425,385,2,all,like,3,3
2160,425,57,2,all,look,3,3
2161,425,426,2,all,place,3,3
2162,425,115,2,all,want,3,3
2163,328,424,4,bc,bee,3,3
2164,328,337,4,bc,bug,3,3
2165,328,190,2,bc,cool,3,3
2166,328,107,2,bc,idea,3,3
2167,328,384,4,bc,idk,3,3
2168,328,385,4,bc,like,3,3
2169,328,57,2,bc,look,3,3
2170,328,426,2,bc,place,3,3
2171,328,115,2,bc,want,3,3
2172,424,337,5,bee,bug,3,3
2173,424,190,2,bee,cool,3,3
2174,424,107,2,bee,idea,3,3
2175,424,384,4,bee,idk,3,3
2176,424,385,4,bee,like,3,3
2177,424,57,2,bee,look,3,3
2178,424,426,2,bee,place,3,3
2179,424,115,3,bee,want,3,3
2180,337,190,2,bug,cool,3,3
2181,337,107,3,bug,idea,3,3
2182,337,384,4,bug,idk,3,3
2183,337,57,2,bug,look,3,3
2184,337,426,2,bug,place,3,3
2185,337,115,4,bug,want,3,3
2186,190,107,2,cool,idea,3,3
2187,190,384,2,cool,idk,3,3
2188,190,385,2,cool,like,3,3
2189,190,57,8,cool,look,3,3
2190,190,426,2,cool,place,3,3
2191,190,115,2,cool,want,3,3
2192,107,384,2,idea,idk,3,3
2193,107,385,2,idea,like,3,3
2194,107,426,2,idea,place,3,3
2195,107,115,2,idea,want,3,3
2196,384,385,4,idk,like,3,3
2197,384,57,2,idk,look,3,3
2198,384,426,2,idk,place,3,3
2199,384,115,2,idk,want,3,3
2200,385,57,3,like,look,3,3
2201,385,426,2,like,place,3,3
2202,385,115,2,like,want,3,3
2203,57,426,2,look,place,3,3
2204,57,115,4,look,want,3,3
2205,426,115,6,place,want,3,3
2206,64,380,1,actually,argument,0,3
2207,64,217,1,actually,great,0,2
2208,64,303,1,actually,imagine,0,3
2209,64,54,1,actually,point,0,0
2210,64,226,1,actually,though,0,3
2211,380,217,1,argument,great,3,2
2212,380,303,1,argument,imagine,3,3
2213,380,54,1,argument,point,3,0
2214,380,226,1,argument,though,3,3
2215,217,303,1,great,imagine,2,3
2216,217,54,1,great,point,2,0
2217,217,226,1,great,though,2,3
2218,303,54,1,imagine,point,3,0
2219,303,226,1,imagine,though,3,3
2220,54,226,1,point,though,0,3
2221,427,16,2,eu,fait,1,1
2222,427,228,1,eu,mais,1,1
2223,427,291,1,eu,ça,1,1
2224,16,291,3,fait,ça,1,1
2225,284,117,1,new,world,2,0
2226,428,284,1,instead,new,3,2
2227,429,202,1,flood,hold,2,2
2228,379,338,1,age,right,4,2
2229,379,72,4,age,tell,4,0
2230,378,338,1,ice,right,4,2
2231,378,72,3,ice,tell,4,0
2232,338,72,1,right,tell,2,0
2233,268,147,2,mean,pay,3,2
2234,46,263,9,de,si,1,1
2235,127,263,2,porque,si,1,1
2236,127,270,3,porque,te,1,1
2237,127,80,1,porque,un,1,1
2238,263,270,3,si,te,1,1
2239,270,80,2,te,un,1,1
2240,219,104,2,clean,even,2,0
2241,219,65,2,clean,experience,2,0
2242,219,432,2,clean,garden,2,3
2243,219,431,2,clean,😩,2,3
2244,104,65,2,even,experience,0,0
2245,104,432,2,even,garden,0,3
2246,104,431,2,even,😩,0,3
2247,65,432,2,experience,garden,0,3
2248,65,431,2,experience,😩,0,3
2249,432,431,2,garden,😩,3,3
2250,151,222,1,environment,guy,2,2
2251,151,303,1,environment,imagine,2,3
2252,151,85,1,environment,less,2,4
2253,151,223,1,environment,many,2,5
2254,222,303,1,guy,imagine,2,3
2255,222,85,1,guy,less,2,4
2256,303,85,1,imagine,less,3,4
2257,303,223,1,imagine,many,3,5
2258,85,223,1,less,many,4,5
2259,387,209,2,oil,rich,2,0
2260,5,187,2,believe,clock,5,0
2261,5,82,4,believe,lol,5,5
2262,187,82,1,clock,lol,0,5
2263,432,41,1,garden,leave,3,0
2264,432,130,1,garden,let,3,0
2265,41,130,2,leave,let,0,0
2266,83,387,2,also,oil,4,2
2267,83,209,2,also,rich,4,0
2268,403,387,1,mention,oil,0,2
2269,403,209,1,mention,rich,0,0
2270,30,30,1,space,space,0,0
2271,30,116,4,space,take,0,0
2272,30,434,2,space,warm,0,3
2273,30,110,4,space,water,0,2
2274,116,116,7,take,take,0,0
2275,116,434,2,take,warm,0,3
2276,116,110,5,take,water,0,2
2277,434,110,2,warm,water,3,2
2278,110,110,8,water,water,2,2
2279,435,213,1,kita,ni,6,1
2280,436,65,1,South,experience,0,0
2281,436,331,1,South,now,0,0
2282,436,338,1,South,right,0,2
2283,436,437,1,South,✨,0,0
2284,65,331,2,experience,now,0,0
2285,65,338,1,experience,right,0,2
2286,65,437,1,experience,✨,0,0
2287,331,437,3,now,✨,0,0
2288,338,437,1,right,✨,2,0
2289,356,81,1,find,life,0,0
2290,356,56,5,find,way,0,0
2291,81,56,1,life,way,0,0
2292,120,219,1,be,clean,0,2
2293,120,217,3,be,great,0,2
2294,120,298,3,be,kind,0,3
2295,120,243,2,be,plastic,0,0
2296,219,217,1,clean,great,2,2
2297,219,298,1,clean,kind,2,3
2298,219,243,1,clean,plastic,2,0
2299,217,298,1,great,kind,2,3
2300,217,243,1,great,plastic,2,0
2301,298,243,1,kind,plastic,3,0
2302,439,283,3,UK,still,0,2
2303,439,438,4,UK,winter,0,0
2304,439,440,3,UK,🥶,0,8
2305,283,438,2,still,winter,2,0
2306,283,440,4,still,🥶,2,8
2307,438,440,2,winter,🥶,0,8
2308,69,417,2,buy,enough,3,2
2309,69,364,1,buy,few,3,4
2310,69,27,3,buy,money,3,0
2311,69,421,2,buy,plant,3,3
2312,417,417,1,enough,enough,2,2
2313,417,364,2,enough,few,2,4
2314,417,300,2,enough,house,2,3
2315,417,27,2,enough,money,2,0
2316,417,421,3,enough,plant,2,3
2317,417,363,3,enough,tree,2,3
2318,364,300,1,few,house,4,3
2319,364,27,1,few,money,4,0
2320,364,421,1,few,plant,4,3
2321,300,27,1,house,money,3,0
2322,300,421,2,house,plant,3,3
2323,300,363,11,house,tree,3,3
2324,27,421,1,money,plant,0,3
2325,27,363,5,money,tree,0,3
2326,421,363,11,plant,tree,3,3
2327,441,331,4,billionaire,now,0,0
2328,441,108,4,billionaire,try,0,3
2329,331,108,6,now,try,0,3
2330,123,0,1,especially,hate,0,2
2331,123,115,1,especially,want,0,3
2332,0,115,1,hate,want,2,3
2333,58,44,2,como,con,1,1
2334,58,66,3,como,los,1,1
2335,58,160,1,como,mundo,1,1
2336,58,43,2,como,nos,1,1
2337,58,369,4,como,pero,1,1
2338,58,193,1,como,ser,1,1
2339,58,92,1,como,sin,1,1
2340,44,66,4,con,los,1,1
2341,44,369,7,con,pero,1,1
2342,44,193,1,con,ser,1,1
2343,44,92,5,con,sin,1,1
2344,46,160,2,de,mundo,1,1
2345,46,369,9,de,pero,1,1
2346,46,193,3,de,ser,1,1
2347,46,92,3,de,sin,1,1
2348,66,66,4,los,los,1,1
2349,66,160,2,los,mundo,1,1
2350,66,43,4,los,nos,1,1
2351,66,369,3,los,pero,1,1
2352,66,193,2,los,ser,1,1
2353,66,92,3,los,sin,1,1
2354,160,369,2,mundo,pero,1,1
2355,160,193,1,mundo,ser,1,1
2356,160,92,1,mundo,sin,1,1
2357,43,369,4,nos,pero,1,1
2358,43,193,1,nos,ser,1,1
2359,43,92,1,nos,sin,1,1
2360,369,193,1,pero,ser,1,1
2361,369,92,2,pero,sin,1,1
2362,193,92,1,ser,sin,1,1
2363,218,20,2,already,end,2,0
2364,218,200,3,already,give,2,0
2365,218,272,3,already,wait,2,4
2366,20,200,3,end,give,0,0
2367,20,272,2,end,wait,0,4
2368,200,272,2,give,wait,0,4
2369,442,443,14,krisis,pangan,6,6
2370,33,104,2,bad,even,0,0
2371,33,444,1,bad,season,0,0
2372,104,444,2,even,season,0,0
2373,324,34,1,base,seem,0,0
2374,201,34,2,child,seem,0,0
2375,383,269,2,che,mi,1,1
2376,383,256,1,che,sa,1,7
2377,269,256,1,mi,sa,1,7
2378,46,138,10,de,nada,1,1
2379,46,445,6,de,saber,1,1
2380,46,446,3,de,vida,1,1
2381,66,138,1,los,nada,1,1
2382,66,42,3,los,para,1,1
2383,66,445,3,los,saber,1,1
2384,66,128,1,los,solo,1,1
2385,66,446,2,los,vida,1,1
2386,138,445,2,nada,saber,1,1
2387,138,92,2,nada,sin,1,1
2388,138,128,1,nada,solo,1,1
2389,138,446,1,nada,vida,1,1
2390,42,445,2,para,saber,1,1
2391,42,128,2,para,solo,1,1
2392,42,446,2,para,vida,1,1
2393,445,92,4,saber,sin,1,1
2394,445,128,3,saber,solo,1,1
2395,445,446,1,saber,vida,1,1
2396,445,157,4,saber,y,1,1
2397,92,128,5,sin,solo,1,1
2398,92,446,1,sin,vida,1,1
2399,92,157,4,sin,y,1,1
2400,128,446,1,solo,vida,1,1
2401,128,157,5,solo,y,1,1
2402,446,157,8,vida,y,1,1
2403,124,37,1,away,feel,2,0
2404,124,9,1,away,much,2,0
2405,124,50,4,away,teacher,2,2
2406,124,333,4,away,throw,2,5
2407,124,210,3,away,use,2,5
2408,37,9,3,feel,much,0,0
2409,37,50,2,feel,teacher,0,2
2410,9,50,1,much,teacher,0,2
2411,9,333,1,much,throw,0,5
2412,9,210,4,much,use,0,5
2413,50,333,1,teacher,throw,2,5
2414,50,210,2,teacher,use,2,5
2415,333,210,2,throw,use,5,5
2416,235,447,1,fail,planet,3,0
2417,235,49,1,fail,school,3,2
2418,235,47,1,fail,’m,3,0
2419,447,49,1,planet,school,0,2
2420,447,47,9,planet,’m,0,0
2421,49,47,5,school,’m,2,0
2422,6,222,1,cycle,guy,3,2
2423,6,326,1,cycle,issue,3,0
2424,6,41,1,cycle,leave,3,0
2425,6,233,1,cycle,low,3,0
2426,6,390,2,cycle,natural,3,3
2427,6,246,1,cycle,then,3,0
2428,222,326,1,guy,issue,2,0
2429,222,41,3,guy,leave,2,0
2430,222,233,1,guy,low,2,0
2431,222,390,1,guy,natural,2,3
2432,222,246,2,guy,then,2,0
2433,326,41,1,issue,leave,0,0
2434,326,233,1,issue,low,0,0
2435,326,390,1,issue,natural,0,3
2436,326,246,1,issue,then,0,0
2437,41,233,1,leave,low,0,0
2438,41,390,1,leave,natural,0,3
2439,41,246,1,leave,then,0,0
2440,233,390,1,low,natural,0,3
2441,233,246,1,low,then,0,0
2442,390,246,1,natural,then,3,0
2443,278,60,1,cold,play,0,3
2444,278,330,2,cold,summer,0,0
2445,278,438,13,cold,winter,0,0
2446,355,60,1,hot,play,0,3
2447,355,330,3,hot,summer,0,0
2448,355,438,1,hot,winter,0,0
2449,60,330,2,play,summer,3,0
2450,60,438,1,play,winter,3,0
2451,330,330,1,summer,summer,0,0
2452,330,438,6,summer,winter,0,0
2453,132,131,2,become,fuel,0,2
2454,132,27,1,become,money,0,0
2455,132,331,1,become,now,0,0
2456,132,338,1,become,right,0,2
2457,20,131,3,end,fuel,0,2
2458,20,27,1,end,money,0,0
2459,20,331,5,end,now,0,0
2460,20,338,1,end,right,0,2
2461,131,131,3,fuel,fuel,2,2
2462,131,27,3,fuel,money,2,0
2463,131,331,2,fuel,now,2,0
2464,131,338,5,fuel,right,2,2
2465,27,331,3,money,now,0,0
2466,27,338,2,money,right,0,2
2467,84,202,1,cost,hold,4,2
2468,84,272,1,cost,wait,4,4
2469,84,248,2,cost,🤣,4,6
2470,202,272,1,hold,wait,2,4
2471,202,248,4,hold,🤣,2,6
2472,272,248,2,wait,🤣,4,6
2473,248,248,31,🤣,🤣,6,6
2474,360,105,1,book,ever,0,0
2475,404,266,1,energy,m,2,2
2476,404,382,8,energy,nuclear,2,2
2477,266,382,1,m,nuclear,2,2
2478,11,381,1,care,corporation,2,0
2479,11,448,1,care,wish,2,0
2480,381,448,1,corporation,wish,0,0
2481,278,283,4,cold,still,0,2
2482,100,130,1,happen,let,0,0
2483,130,170,1,let,really,0,0
2484,228,450,1,mais,mas,1,1
2485,228,446,5,mais,vida,1,1
2486,450,446,1,mas,vida,1,1
2487,451,287,2,fast,happy,0,0
2488,451,197,4,fast,talk,0,0
2489,287,197,2,happy,talk,0,0
2490,453,44,2,clima,con,1,1
2491,453,46,4,clima,de,1,1
2492,453,66,3,clima,los,1,1
2493,453,445,2,clima,saber,1,1
2494,453,452,2,clima,yo,1,1
2495,44,445,2,con,saber,1,1
2496,44,452,2,con,yo,1,1
2497,46,452,5,de,yo,1,1
2498,66,452,3,los,yo,1,1
2499,445,452,2,saber,yo,1,1
2500,454,383,11,cambiamento,che,1,1
2501,454,411,2,cambiamento,da,1,1
2502,454,368,2,cambiamento,di,1,1
2503,454,327,5,cambiamento,e,1,1
2504,454,15,20,cambiamento,il,1,1
2505,454,263,3,cambiamento,si,1,1
2506,454,410,7,cambiamento,sono,1,1
2507,454,80,4,cambiamento,un,1,1
2508,454,194,2,cambiamento,una,1,1
2509,454,398,8,cambiamento,è,1,1
2510,383,411,8,che,da,1,1
2511,383,15,28,che,il,1,1
2512,383,410,9,che,sono,1,1
2513,383,80,15,che,un,1,1
2514,383,194,7,che,una,1,1
2515,411,368,3,da,di,1,1
2516,411,327,14,da,e,1,1
2517,411,194,1,da,una,1,1
2518,368,368,7,di,di,1,1
2519,368,15,18,di,il,1,1
2520,368,263,9,di,si,1,1
2521,368,410,12,di,sono,1,1
2522,368,80,10,di,un,1,1
2523,368,194,4,di,una,1,1
2524,368,398,12,di,è,1,1
2525,327,327,28,e,e,1,1
2526,327,15,25,e,il,1,1
2527,327,410,12,e,sono,1,1
2528,327,80,14,e,un,1,1
2529,327,194,7,e,una,1,1
2530,15,15,10,il,il,1,1
2531,15,194,10,il,una,1,1
2532,263,194,4,si,una,1,1
2533,410,194,2,sono,una,1,1
2534,80,80,4,un,un,1,1
2535,80,194,6,un,una,1,1
2536,194,398,8,una,è,1,1
2537,200,329,1,give,kinda,0,0
2538,200,34,1,give,seem,0,0
2539,329,34,1,kinda,seem,0,0
2540,456,399,5,anche,ci,1,1
2541,456,455,4,anche,sempre,1,1
2542,456,410,5,anche,sono,1,1
2543,456,286,2,anche,state,1,2
2544,399,455,3,ci,sempre,1,1
2545,399,410,5,ci,sono,1,1
2546,399,286,2,ci,state,1,2
2547,455,410,8,sempre,sono,1,1
2548,455,286,2,sempre,state,1,2
2549,410,286,2,sono,state,1,2
2550,167,69,1,ask,buy,0,3
2551,167,100,2,ask,happen,0,0
2552,167,300,1,ask,house,0,3
2553,167,284,1,ask,new,0,2
2554,167,331,1,ask,now,0,0
2555,69,100,1,buy,happen,3,0
2556,69,284,1,buy,new,3,2
2557,69,331,2,buy,now,3,0
2558,100,300,1,happen,house,0,3
2559,100,284,1,happen,new,0,2
2560,100,331,3,happen,now,0,0
2561,300,284,4,house,new,3,2
2562,300,331,1,house,now,3,0
2563,284,331,1,new,now,2,0
2564,84,170,1,cost,really,4,0
2565,425,108,1,all,try,3,3
2566,457,457,2,c,c,1,1
2567,328,125,3,bc,good,3,2
2568,328,355,2,bc,hot,3,0
2569,125,355,2,good,hot,2,0
2570,219,387,2,clean,oil,2,2
2571,219,407,2,clean,protect,2,2
2572,219,102,2,clean,run,2,2
2573,219,458,1,clean,today,2,0
2574,387,407,2,oil,protect,2,2
2575,387,102,3,oil,run,2,2
2576,387,458,1,oil,today,2,0
2577,407,102,2,protect,run,2,2
2578,407,458,1,protect,today,2,0
2579,102,102,1,run,run,2,2
2580,102,458,2,run,today,2,0
2581,292,459,2,know,night,5,5
2582,292,288,2,know,sleep,5,5
2583,459,288,5,night,sleep,5,5
2584,67,284,1,en,new,1,2
2585,67,452,1,en,yo,1,1
2586,321,284,1,esto,new,1,2
2587,321,452,3,esto,yo,1,1
2588,284,157,1,new,y,2,1
2589,284,452,1,new,yo,2,1
2590,157,452,4,y,yo,1,1
2591,460,374,1,cry,dad,0,3
2592,460,345,1,cry,level,0,0
2593,374,345,1,dad,level,3,0
2594,88,42,6,o,para,1,1
2595,88,212,4,o,q,1,1
2596,42,212,5,para,q,1,1
2597,235,206,2,fail,human,3,0
2598,415,461,3,PLN,dan,6,6
2599,415,222,1,PLN,guy,6,2
2600,461,222,1,dan,guy,6,2
2601,220,363,1,here,tree,0,3
2602,220,397,1,here,u,0,0
2603,220,47,2,here,’m,0,0
2604,28,363,2,put,tree,0,3
2605,28,397,1,put,u,0,0
2606,28,47,2,put,’m,0,0
2607,363,397,1,tree,u,3,0
2608,363,221,3,tree,up,3,0
2609,363,47,1,tree,’m,3,0
2610,397,221,1,u,up,0,0
2611,397,47,1,u,’m,0,0
2612,221,47,1,up,’m,0,0
2613,245,95,1,other,probably,0,0
2614,245,226,1,other,though,0,3
2615,95,389,1,probably,side,0,4
2616,95,226,1,probably,though,0,3
2617,389,226,1,side,though,4,3
2618,280,356,2,always,find,3,0
2619,280,447,1,always,planet,3,0
2620,280,464,1,always,survive,3,0
2621,280,56,2,always,way,3,0
2622,356,447,1,find,planet,0,0
2623,356,464,2,find,survive,0,0
2624,447,464,1,planet,survive,0,0
2625,447,56,1,planet,way,0,0
2626,464,56,2,survive,way,0,0
2627,408,240,2,global,keep,0,2
2628,408,126,1,global,name,0,2
2629,408,272,1,global,wait,0,4
2630,240,240,2,keep,keep,2,2
2631,240,126,2,keep,name,2,2
2632,240,272,2,keep,wait,2,4
2633,240,409,2,keep,warming,2,0
2634,126,272,1,name,wait,2,4
2635,126,409,1,name,warming,2,0
2636,272,409,1,wait,warming,4,0
2637,83,382,1,also,nuclear,4,2
2638,83,274,1,also,power,4,2
2639,83,466,1,also,research,4,2
2640,382,274,6,nuclear,power,2,2
2641,382,466,1,nuclear,research,2,2
2642,274,466,1,power,research,2,2
2643,279,33,2,anymore,bad,0,0
2644,279,120,2,anymore,be,0,0
2645,279,54,3,anymore,point,0,0
2646,33,120,2,bad,be,0,0
2647,33,54,2,bad,point,0,0
2648,120,54,2,be,point,0,0
2649,38,467,2,%,blame,2,2
2650,38,468,8,%,carbon,2,2
2651,38,250,2,%,company,2,2
2652,38,469,10,%,emission,2,2
2653,38,428,2,%,instead,2,3
2654,38,406,2,%,poor,2,0
2655,467,468,2,blame,carbon,2,2
2656,467,250,3,blame,company,2,2
2657,467,469,3,blame,emission,2,2
2658,467,428,2,blame,instead,2,3
2659,467,406,2,blame,poor,2,0
2660,468,250,3,carbon,company,2,2
2661,468,469,7,carbon,emission,2,2
2662,468,428,2,carbon,instead,2,3
2663,468,406,2,carbon,poor,2,0
2664,250,469,5,company,emission,2,2
2665,250,428,2,company,instead,2,3
2666,250,406,3,company,poor,2,0
2667,469,428,2,emission,instead,2,3
2668,469,406,3,emission,poor,2,0
2669,428,406,2,instead,poor,3,0
2670,471,91,3,edit,gente,1,1
2671,471,88,1,edit,o,1,1
2672,471,42,3,edit,para,1,1
2673,471,137,6,edit,por,1,1
2674,471,472,1,edit,sea,1,1
2675,471,263,6,edit,si,1,1
2676,471,128,7,edit,solo,1,1
2677,471,367,1,edit,ver,1,1
2678,91,88,4,gente,o,1,1
2679,91,137,1,gente,por,1,1
2680,91,472,1,gente,sea,1,1
2681,91,263,2,gente,si,1,1
2682,91,128,2,gente,solo,1,1
2683,91,367,1,gente,ver,1,1
2684,88,137,2,o,por,1,1
2685,88,472,1,o,sea,1,1
2686,88,263,4,o,si,1,1
2687,88,128,1,o,solo,1,1
2688,88,367,2,o,ver,1,1
2689,42,472,1,para,sea,1,1
2690,42,263,3,para,si,1,1
2691,42,367,1,para,ver,1,1
2692,137,472,1,por,sea,1,1
2693,137,263,6,por,si,1,1
2694,137,128,3,por,solo,1,1
2695,137,367,1,por,ver,1,1
2696,472,263,1,sea,si,1,1
2697,472,128,1,sea,solo,1,1
2698,472,367,1,sea,ver,1,1
2699,263,128,5,si,solo,1,1
2700,263,367,1,si,ver,1,1
2701,128,367,1,solo,ver,1,1
2702,140,408,1,call,global,0,0
2703,140,409,1,call,warming,0,0
2704,366,419,1,bear,crazy,0,0
2705,366,473,1,bear,lifetime,0,4
2706,366,95,1,bear,probably,0,0
2707,419,473,1,crazy,lifetime,0,4
2708,419,365,1,crazy,polar,0,0
2709,419,95,1,crazy,probably,0,0
2710,473,365,1,lifetime,polar,4,0
2711,473,95,1,lifetime,probably,4,0
2712,365,95,1,polar,probably,0,0
2713,77,292,2,come,know,0,5
2714,11,268,1,care,mean,2,3
2715,69,343,1,buy,cut,3,3
2716,69,462,1,buy,waste,3,2
2717,343,363,20,cut,tree,3,3
2718,343,462,2,cut,waste,3,2
2719,363,462,2,tree,waste,3,2
2720,45,160,1,la,mundo,1,1
2721,45,68,4,la,más,1,1
2722,45,127,2,la,porque,1,1
2723,45,87,2,la,se,1,1
2724,45,270,3,la,te,1,1
2725,45,159,2,la,todo,1,1
2726,160,68,3,mundo,más,1,1
2727,160,127,3,mundo,porque,1,1
2728,160,87,3,mundo,se,1,1
2729,160,270,1,mundo,te,1,1
2730,68,68,2,más,más,1,1
2731,68,127,2,más,porque,1,1
2732,68,87,2,más,se,1,1
2733,68,270,2,más,te,1,1
2734,68,159,3,más,todo,1,1
2735,127,87,3,porque,se,1,1
2736,127,159,1,porque,todo,1,1
2737,87,270,1,se,te,1,1
2738,270,159,1,te,todo,1,1
2739,433,433,3,Europe,Europe,0,0
2740,433,182,5,Europe,last,0,0
2741,433,86,4,Europe,sense,0,0
2742,182,86,4,last,sense,0,0
2743,107,139,1,idea,long,3,3
2744,107,275,1,idea,very,3,0
2745,139,275,1,long,very,3,0
2746,356,252,1,find,literally,0,0
2747,356,295,1,find,project,0,3
2748,356,115,2,find,want,0,3
2749,252,115,2,literally,want,0,3
2750,252,56,1,literally,way,0,0
2751,295,115,1,project,want,3,3
2752,295,56,2,project,way,3,0
2753,115,56,1,want,way,3,0
2754,33,302,2,bad,build,0,3
2755,33,250,1,bad,company,0,2
2756,33,300,4,bad,house,0,3
2757,33,283,1,bad,still,0,2
2758,302,250,2,build,company,3,2
2759,302,300,10,build,house,3,3
2760,302,283,2,build,still,3,2
2761,250,300,1,company,house,2,3
2762,250,283,3,company,still,2,2
2763,250,115,2,company,want,2,3
2764,300,283,2,house,still,3,2
2765,300,115,5,house,want,3,3
2766,283,115,1,still,want,2,3
2767,474,461,7,ada,dan,6,6
2768,474,442,2,ada,krisis,6,6
2769,474,443,6,ada,pangan,6,6
2770,461,442,2,dan,krisis,6,6
2771,461,443,6,dan,pangan,6,6
2772,443,443,6,pangan,pangan,6,6
2773,20,130,3,end,let,0,0
2774,20,405,2,end,plan,0,2
2775,20,142,3,end,stop,0,0
2776,104,130,2,even,let,0,0
2777,104,405,2,even,plan,0,2
2778,104,142,3,even,stop,0,0
2779,292,130,2,know,let,5,0
2780,292,405,2,know,plan,5,2
2781,292,142,2,know,stop,5,0
2782,130,405,2,let,plan,0,2
2783,130,142,2,let,stop,0,0
2784,405,142,2,plan,stop,2,0
2785,319,228,1,le,mais,1,1
2786,319,258,1,le,ne,1,1
2787,319,43,2,le,nos,1,1
2788,319,13,1,le,pas,1,1
2789,319,156,3,le,pour,1,1
2790,319,87,1,le,se,1,1
2791,228,43,1,mais,nos,1,1
2792,228,156,2,mais,pour,1,1
2793,228,87,4,mais,se,1,1
2794,258,43,1,ne,nos,1,1
2795,258,156,1,ne,pour,1,1
2796,43,13,1,nos,pas,1,1
2797,43,156,1,nos,pour,1,1
2798,43,87,1,nos,se,1,1
2799,13,156,2,pas,pour,1,1
2800,156,87,1,pour,se,1,1
2801,187,61,4,clock,earth,0,0
2802,187,41,7,clock,leave,0,0
2803,187,447,4,clock,planet,0,0
2804,61,41,5,earth,leave,0,0
2805,61,447,7,earth,planet,0,0
2806,41,447,4,leave,planet,0,0
2807,83,458,1,also,today,4,0
2808,475,45,4,eso,la,1,1
2809,475,212,1,eso,q,1,1
2810,475,194,1,eso,una,1,1
2811,475,446,1,eso,vida,1,1
2812,475,157,10,eso,y,1,1
2813,45,212,1,la,q,1,1
2814,45,194,2,la,una,1,1
2815,45,446,1,la,vida,1,1
2816,212,194,3,q,una,1,1
2817,212,446,3,q,vida,1,1
2818,212,157,8,q,y,1,1
2819,194,446,1,una,vida,1,1
2820,194,157,13,una,y,1,1
2821,404,1,3,energy,government,2,2
2822,404,428,2,energy,instead,2,3
2823,404,476,2,energy,release,2,2
2824,404,466,3,energy,research,2,2
2825,404,52,2,energy,well,2,0
2826,404,234,2,energy,😁,2,1
2827,1,428,2,government,instead,2,3
2828,1,476,2,government,release,2,2
2829,1,466,2,government,research,2,2
2830,1,52,3,government,well,2,0
2831,1,234,2,government,😁,2,1
2832,428,476,2,instead,release,3,2
2833,428,466,2,instead,research,3,2
2834,428,52,2,instead,well,3,0
2835,428,234,2,instead,😁,3,1
2836,476,466,2,release,research,2,2
2837,476,52,2,release,well,2,0
2838,476,234,2,release,😁,2,1
2839,466,52,2,research,well,2,0
2840,466,234,2,research,😁,2,1
2841,52,234,2,well,😁,0,1
2842,268,477,2,mean,news,3,2
2843,268,466,3,mean,research,3,2
2844,477,466,2,news,research,2,2
2845,190,6,5,cool,cycle,3,3
2846,190,144,1,cool,due,3,4
2847,190,61,3,cool,earth,3,0
2848,190,451,2,cool,fast,3,0
2849,190,188,1,cool,hit,3,0
2850,190,329,1,cool,kinda,3,0
2851,190,386,2,cool,maybe,3,0
2852,190,245,1,cool,other,3,0
2853,190,54,1,cool,point,3,0
2854,190,478,1,cool,ready,3,0
2855,190,170,3,cool,really,3,0
2856,190,434,6,cool,warm,3,3
2857,6,144,1,cycle,due,3,4
2858,6,451,2,cycle,fast,3,0
2859,6,188,1,cycle,hit,3,0
2860,6,329,1,cycle,kinda,3,0
2861,6,386,2,cycle,maybe,3,0
2862,6,245,3,cycle,other,3,0
2863,6,54,1,cycle,point,3,0
2864,6,478,1,cycle,ready,3,0
2865,6,170,1,cycle,really,3,0
2866,6,434,5,cycle,warm,3,3
2867,144,61,1,due,earth,4,0
2868,144,451,2,due,fast,4,0
2869,144,188,1,due,hit,4,0
2870,144,329,1,due,kinda,4,0
2871,144,386,2,due,maybe,4,0
2872,144,245,1,due,other,4,0
2873,144,54,1,due,point,4,0
2874,144,478,1,due,ready,4,0
2875,144,170,1,due,really,4,0
2876,144,434,1,due,warm,4,3
2877,61,451,2,earth,fast,0,0
2878,61,188,1,earth,hit,0,0
2879,61,329,1,earth,kinda,0,0
2880,61,386,2,earth,maybe,0,0
2881,61,54,6,earth,point,0,0
2882,61,478,1,earth,ready,0,0
2883,61,170,1,earth,really,0,0
2884,61,434,4,earth,warm,0,3
2885,451,451,1,fast,fast,0,0
2886,451,188,2,fast,hit,0,0
2887,451,329,2,fast,kinda,0,0
2888,451,386,4,fast,maybe,0,0
2889,451,245,2,fast,other,0,0
2890,451,54,2,fast,point,0,0
2891,451,478,2,fast,ready,0,0
2892,451,170,2,fast,really,0,0
2893,451,434,2,fast,warm,0,3
2894,188,329,1,hit,kinda,0,0
2895,188,386,2,hit,maybe,0,0
2896,188,245,1,hit,other,0,0
2897,188,54,1,hit,point,0,0
2898,188,478,1,hit,ready,0,0
2899,188,170,1,hit,really,0,0
2900,188,434,1,hit,warm,0,3
2901,329,386,2,kinda,maybe,0,0
2902,329,245,1,kinda,other,0,0
2903,329,54,1,kinda,point,0,0
2904,329,478,1,kinda,ready,0,0
2905,329,170,1,kinda,really,0,0
