,source,target,weight,source_word,target_word,source_community,target_community
226,61,61,5,earth,earth,0,0
227,61,111,7,earth,eventually,0,0
228,61,113,4,earth,fact,0,0
229,61,112,4,earth,move,0,0
230,61,106,7,earth,save,0,0
231,111,113,2,eventually,fact,0,0
232,111,112,2,eventually,move,0,0
233,111,106,2,eventually,save,0,0
234,113,112,2,fact,move,0,0
235,113,106,2,fact,save,0,0
236,112,106,2,move,save,0,0
237,73,116,2,UN,take,0,0
238,73,114,4,UN,understand,0,0
239,73,115,2,UN,want,0,3
240,73,117,4,UN,world,0,0
241,116,114,2,take,understand,0,0
242,116,115,2,take,want,0,3
243,116,117,2,take,world,0,0
244,114,115,2,understand,want,0,3
245,114,117,3,understand,world,0,0
246,115,117,5,want,world,3,0
247,120,119,2,be,degree,0,0
248,120,121,11,be,snow,0,0
249,119,121,4,degree,snow,0,0
250,100,122,3,happen,💀,0,2
251,124,123,2,away,especially,2,0
252,124,29,2,away,trash,2,2
253,123,29,2,especially,trash,0,2
254,125,1,2,good,government,2,2
255,125,126,2,good,name,2,2
256,1,126,2,government,name,2,2
257,58,46,12,como,de,1,1
258,58,67,6,como,en,1,1
259,58,127,3,como,porque,1,1
260,58,128,3,como,solo,1,1
261,58,129,2,como,su,1,1
262,46,67,6,de,en,1,1
263,46,127,4,de,porque,1,1
264,46,128,6,de,solo,1,1
265,46,129,7,de,su,1,1
266,67,127,2,en,porque,1,1
267,67,128,3,en,solo,1,1
268,67,129,2,en,su,1,1
269,127,128,2,porque,solo,1,1
270,127,129,2,porque,su,1,1
271,128,129,4,solo,su,1,1
272,77,72,4,come,tell,0,0
273,3,130,3,car,let,2,0
274,104,10,5,even,start,0,0
275,10,10,8,start,start,0,0
276,3,131,8,car,fuel,2,2
277,3,95,2,car,probably,2,0
278,3,106,2,car,save,2,0
279,131,51,2,fuel,gas,2,2
280,131,95,2,fuel,probably,2,0
281,131,106,2,fuel,save,2,0
282,51,95,2,gas,probably,2,0
283,51,106,2,gas,save,2,0
284,95,106,2,probably,save,0,0
285,132,61,2,become,earth,0,0
286,134,90,2,Florida,hay,0,1
287,134,135,2,Florida,las,0,1
288,134,136,2,Florida,mar,0,1
289,134,138,2,Florida,nada,0,1
290,134,42,4,Florida,para,0,1
291,134,137,2,Florida,por,0,1
292,134,133,2,Florida,va,0,1
293,90,135,2,hay,las,1,1
294,90,136,2,hay,mar,1,1
295,90,138,2,hay,nada,1,1
296,90,137,2,hay,por,1,1
297,90,133,3,hay,va,1,1
298,135,136,4,las,mar,1,1
299,135,138,4,las,nada,1,1
300,135,42,8,las,para,1,1
301,135,137,5,las,por,1,1
302,135,133,2,las,va,1,1
303,136,138,2,mar,nada,1,1
304,136,42,6,mar,para,1,1
305,136,137,3,mar,por,1,1
306,136,133,2,mar,va,1,1
307,138,42,5,nada,para,1,1
308,138,137,3,nada,por,1,1
309,138,133,2,nada,va,1,1
310,42,42,2,para,para,1,1
311,42,137,11,para,por,1,1
312,42,133,6,para,va,1,1
313,137,133,4,por,va,1,1
314,41,139,2,leave,long,0,3
315,41,102,2,leave,run,0,2
316,41,10,2,leave,start,0,0
317,41,116,3,leave,take,0,0
318,139,102,2,long,run,3,2
319,139,10,7,long,start,3,0
320,139,116,2,long,take,3,0
321,102,10,3,run,start,2,0
322,102,116,2,run,take,2,0
323,10,116,3,start,take,0,0
324,140,61,2,call,earth,0,0
325,140,111,2,call,eventually,0,0
326,140,125,2,call,good,0,2
327,140,141,2,call,next,0,0
328,140,142,3,call,stop,0,0
329,61,125,4,earth,good,0,2
330,61,141,2,earth,next,0,0
331,61,142,2,earth,stop,0,0
332,111,125,2,eventually,good,0,2
333,111,141,2,eventually,next,0,0
334,111,142,2,eventually,stop,0,0
335,125,141,2,good,next,2,0
336,125,142,3,good,stop,2,0
337,141,142,2,next,stop,0,0
338,144,143,2,due,hear,4,0
339,144,145,2,due,old,4,0
340,143,145,3,hear,old,0,0
341,100,118,2,happen,true,0,0
342,147,30,2,pay,space,2,0
343,147,56,2,pay,way,2,0
344,30,56,4,space,way,0,0
345,11,151,3,care,environment,2,2
346,11,149,3,care,man,2,5
347,11,63,3,care,only,2,4
348,11,150,2,care,pollute,2,0
349,11,146,2,care,real,2,0
350,11,152,2,care,💪,2,8
351,151,149,2,environment,man,2,5
352,151,63,4,environment,only,2,4
353,151,150,2,environment,pollute,2,0
354,151,146,2,environment,real,2,0
355,151,152,2,environment,💪,2,8
356,149,63,2,man,only,5,4
357,149,150,2,man,pollute,5,0
358,149,146,5,man,real,5,0
359,149,152,6,man,💪,5,8
360,63,150,2,only,pollute,4,0
361,63,146,3,only,real,4,0
362,63,152,2,only,💪,4,8
363,150,146,2,pollute,real,0,0
364,150,152,2,pollute,💪,0,8
365,146,152,2,real,💪,0,8
366,79,155,4,Elon,et,1,1
367,79,45,8,Elon,la,1,1
368,79,156,2,Elon,pour,1,1
369,79,153,6,Elon,qui,1,1
370,79,154,4,Elon,sur,1,1
371,79,157,2,Elon,y,1,1
372,155,45,3,et,la,1,1
373,155,156,2,et,pour,1,1
374,155,153,7,et,qui,1,1
375,155,154,4,et,sur,1,1
376,155,157,2,et,y,1,1
377,45,156,3,la,pour,1,1
378,45,153,4,la,qui,1,1
379,45,154,8,la,sur,1,1
380,45,157,19,la,y,1,1
381,156,153,4,pour,qui,1,1
382,156,154,4,pour,sur,1,1
383,156,157,2,pour,y,1,1
384,153,153,3,qui,qui,1,1
385,153,154,8,qui,sur,1,1
386,153,157,4,qui,y,1,1
387,154,154,2,sur,sur,1,1
388,154,157,5,sur,y,1,1
389,134,44,2,Florida,con,0,1
390,134,161,2,Florida,cosa,0,1
391,134,162,2,Florida,está,0,1
392,134,160,2,Florida,mundo,0,1
393,134,43,2,Florida,nos,0,1
394,134,159,2,Florida,todo,0,1
395,134,157,2,Florida,y,0,1
396,44,161,3,con,cosa,1,1
397,44,162,2,con,está,1,1
398,44,160,3,con,mundo,1,1
399,44,159,3,con,todo,1,1
400,44,157,20,con,y,1,1
401,161,162,2,cosa,está,1,1
402,161,160,2,cosa,mundo,1,1
403,161,43,2,cosa,nos,1,1
404,161,159,2,cosa,todo,1,1
405,161,157,4,cosa,y,1,1
406,162,160,2,está,mundo,1,1
407,162,43,3,está,nos,1,1
408,162,159,6,está,todo,1,1
409,162,157,9,está,y,1,1
410,160,43,4,mundo,nos,1,1
411,160,159,4,mundo,todo,1,1
412,160,157,3,mundo,y,1,1
413,43,159,3,nos,todo,1,1
414,43,157,7,nos,y,1,1
415,159,157,11,todo,y,1,1
416,46,164,8,de,es,1,1
417,46,159,13,de,todo,1,1
418,164,159,4,es,todo,1,1
419,165,166,2,exist,rate,2,2
420,169,167,3,God,ask,0,0
421,169,171,2,God,funny,0,0
422,169,168,2,God,rain,0,0
423,169,170,2,God,really,0,0
424,167,171,2,ask,funny,0,0
425,167,168,2,ask,rain,0,0
426,167,170,2,ask,really,0,0
427,171,168,2,funny,rain,0,0
428,171,170,2,funny,really,0,0
429,168,170,2,rain,really,0,0
430,3,172,3,car,sound,2,0
431,119,168,2,degree,rain,0,0
432,119,173,2,degree,read,0,0
433,168,173,2,rain,read,0,0
434,174,74,2,friend,most,5,3
435,174,4,2,friend,never,5,0
436,174,60,4,friend,play,5,3
437,174,115,4,friend,want,5,3
438,174,71,2,friend,wonder,5,3
439,74,4,2,most,never,3,0
440,74,60,4,most,play,3,3
441,74,115,4,most,want,3,3
442,74,71,2,most,wonder,3,3
443,4,60,4,never,play,0,3
444,4,115,5,never,want,0,3
445,4,71,2,never,wonder,0,3
446,60,60,2,play,play,3,3
447,60,115,8,play,want,3,3
448,60,71,5,play,wonder,3,3
449,115,115,6,want,want,3,3
450,115,71,4,want,wonder,3,3
451,176,175,4,Palestine,stand,8,8
452,176,177,4,Palestine,❤,8,8
453,176,178,4,Palestine,🇵,8,8
454,176,179,4,Palestine,🇸,8,8
455,176,152,4,Palestine,💪,8,8
456,175,177,4,stand,❤,8,8
457,175,178,4,stand,🇵,8,8
458,175,179,4,stand,🇸,8,8
459,175,152,4,stand,💪,8,8
460,177,178,4,❤,🇵,8,8
461,177,179,8,❤,🇸,8,8
462,177,152,4,❤,💪,8,8
463,178,179,16,🇵,🇸,8,8
464,178,152,4,🇵,💪,8,8
465,179,152,4,🇸,💪,8,8
466,120,184,2,be,beach,0,2
467,120,183,2,be,dead,0,2
468,120,70,2,be,die,0,0
469,120,182,5,be,last,0,0
470,120,185,2,be,sad,0,0
471,120,180,5,be,there,0,0
472,120,181,4,be,week,0,0
473,184,183,2,beach,dead,2,2
474,184,70,2,beach,die,2,0
475,184,182,2,beach,last,2,0
476,184,185,2,beach,sad,2,0
477,184,180,4,beach,there,2,0
478,184,181,4,beach,week,2,0
479,183,70,2,dead,die,2,0
480,183,182,3,dead,last,2,0
481,183,185,3,dead,sad,2,0
482,183,180,4,dead,there,2,0
483,183,181,4,dead,week,2,0
484,70,182,2,die,last,0,0
485,70,185,2,die,sad,0,0
486,70,180,6,die,there,0,0
487,70,181,6,die,week,0,0
488,182,185,4,last,sad,0,0
489,182,180,4,last,there,0,0
490,182,181,14,last,week,0,0
491,185,180,4,sad,there,0,0
492,185,181,6,sad,week,0,0
493,180,180,4,there,there,0,0
494,180,181,11,there,week,0,0
495,181,181,4,week,week,0,0
496,64,100,7,actually,happen,0,0
497,64,186,2,actually,pollution,0,2
498,64,170,3,actually,really,0,0
499,100,186,2,happen,pollution,0,2
500,100,170,5,happen,really,0,0
501,186,170,2,pollution,really,2,0
502,190,191,2,cool,thing,3,0
503,190,189,2,cool,whole,3,0
504,191,189,11,thing,whole,0,0
505,193,133,2,ser,va,1,1
506,193,192,2,ser,van,1,0
507,193,157,6,ser,y,1,1
508,133,192,2,va,van,1,0
509,133,157,6,va,y,1,1
510,192,157,5,van,y,0,1
511,127,194,2,porque,una,1,1
512,89,195,2,Dios,La,1,1
513,89,162,4,Dios,está,1,1
514,89,45,7,Dios,la,1,1
515,195,162,2,La,está,1,1
516,195,45,2,La,la,1,1
517,195,42,2,La,para,1,1
518,162,45,3,está,la,1,1
519,162,42,3,está,para,1,1
520,196,149,2,listen,man,0,5
521,196,197,4,listen,talk,0,0
522,149,197,2,man,talk,5,0
523,198,199,2,absolutely,amazing,0,0
524,198,3,4,absolutely,car,0,2
525,198,201,2,absolutely,child,0,0
526,198,200,5,absolutely,give,0,0
527,199,3,4,amazing,car,0,2
528,199,201,2,amazing,child,0,0
529,199,200,4,amazing,give,0,0
530,3,3,19,car,car,2,2
531,3,201,4,car,child,2,0
532,3,200,4,car,give,2,0
533,201,200,2,child,give,0,0
534,202,108,2,hold,try,2,3
535,17,3,2,bro,car,2,2
536,17,51,2,bro,gas,2,2
537,205,206,2,destroy,human,0,0
538,205,204,2,destroy,word,0,0
539,206,204,2,human,word,0,0
540,207,207,28,lo,lo,1,1
541,207,208,5,lo,😞,1,7
542,118,204,4,true,word,0,0
543,206,27,2,human,money,0,0
544,206,4,3,human,never,0,0
545,206,28,2,human,put,0,0
546,206,209,2,human,rich,0,0
547,206,116,2,human,take,0,0
548,206,210,2,human,use,0,5
549,27,4,2,money,never,0,0
550,27,28,2,money,put,0,0
551,27,209,2,money,rich,0,0
552,27,116,3,money,take,0,0
553,27,210,10,money,use,0,5
554,4,28,2,never,put,0,0
555,4,209,2,never,rich,0,0
556,4,116,2,never,take,0,0
557,4,210,2,never,use,0,5
558,28,209,2,put,rich,0,0
559,28,116,2,put,take,0,0
560,28,210,2,put,use,0,5
561,209,116,2,rich,take,0,0
562,209,210,7,rich,use,0,5
563,116,210,3,take,use,0,5
564,214,211,2,al,así,1,1
565,214,213,2,al,ni,1,1
566,214,212,2,al,q,1,1
567,211,213,3,así,ni,1,1
568,211,212,5,así,q,1,1
569,213,212,4,ni,q,1,1
570,45,137,10,la,por,1,1
571,45,133,2,la,va,1,1
572,45,215,6,la,😏,1,1
573,42,157,15,para,y,1,1
574,42,215,4,para,😏,1,1
575,137,157,12,por,y,1,1
576,137,215,4,por,😏,1,1
577,133,215,4,va,😏,1,1
578,157,215,4,y,😏,1,1
579,215,215,3,😏,😏,1,1
580,132,20,3,become,end,0,0
581,132,216,2,become,high,0,0
582,132,209,2,become,rich,0,0
583,132,23,2,become,sell,0,4
584,20,216,2,end,high,0,0
585,20,209,2,end,rich,0,0
586,20,23,2,end,sell,0,4
587,216,209,2,high,rich,0,0
588,216,23,2,high,sell,0,4
589,209,23,2,rich,sell,0,4
590,96,219,2,cause,clean,0,2
591,96,220,3,cause,here,0,0
592,96,28,2,cause,put,0,0
593,96,30,2,cause,space,0,0
594,96,180,2,cause,there,0,0
595,96,221,2,cause,up,0,0
596,219,220,2,clean,here,2,0
597,219,28,2,clean,put,2,0
598,219,30,2,clean,space,2,0
599,219,180,2,clean,there,2,0
600,219,221,2,clean,up,2,0
601,220,28,5,here,put,0,0
602,220,30,4,here,space,0,0
603,220,180,2,here,there,0,0
604,220,221,3,here,up,0,0
605,28,180,2,put,there,0,0
606,28,221,4,put,up,0,0
607,30,180,2,space,there,0,0
608,30,221,2,space,up,0,0
609,180,221,4,there,up,0,0
610,33,33,4,bad,bad,0,0
611,33,224,5,bad,country,0,0
612,33,222,6,bad,guy,0,2
613,33,223,8,bad,many,0,5
614,33,191,11,bad,thing,0,0
615,224,222,2,country,guy,0,2
616,224,223,8,country,many,0,5
617,224,191,8,country,thing,0,0
618,222,223,6,guy,many,2,5
619,222,191,4,guy,thing,2,0
620,223,223,2,many,many,5,5
621,223,191,8,many,thing,5,0
622,191,191,7,thing,thing,0,0
623,197,108,2,talk,try,0,3
624,225,226,2,post,though,2,3
625,229,229,4,c'est,c'est,1,1
626,229,45,4,c'est,la,1,1
627,229,228,8,c'est,mais,1,1
628,229,227,4,c'est,non,1,1
629,229,154,4,c'est,sur,1,1
630,229,230,8,c'est,une,1,1
631,45,228,3,la,mais,1,1
632,45,227,8,la,non,1,1
633,45,230,4,la,une,1,1
634,228,227,2,mais,non,1,1
635,228,154,2,mais,sur,1,1
636,228,230,4,mais,une,1,1
637,227,154,2,non,sur,1,1
638,227,230,4,non,une,1,1
639,154,230,4,sur,une,1,1
640,230,230,2,une,une,1,1
641,83,232,2,also,comment,4,1
642,83,144,2,also,due,4,4
643,83,233,2,also,low,4,0
644,83,149,2,also,man,4,5
645,83,223,2,also,many,4,5
646,83,231,4,also,microplastic,4,0
647,83,12,2,also,too,4,2
648,232,144,2,comment,due,1,4
649,232,233,2,comment,low,1,0
650,232,149,2,comment,man,1,5
651,232,223,6,comment,many,1,5
652,232,231,2,comment,microplastic,1,0
653,232,12,2,comment,too,1,2
654,144,233,2,due,low,4,0
655,144,149,2,due,man,4,5
656,144,223,2,due,many,4,5
657,144,231,2,due,microplastic,4,0
658,144,12,2,due,too,4,2
659,233,149,2,low,man,0,5
660,233,223,2,low,many,0,5
661,233,231,2,low,microplastic,0,0
662,233,12,2,low,too,0,2
663,149,223,5,man,many,5,5
664,149,231,2,man,microplastic,5,0
665,149,12,2,man,too,5,2
666,223,231,2,many,microplastic,5,0
667,223,12,5,many,too,5,2
668,231,12,2,microplastic,too,0,2
669,169,61,3,God,earth,0,0
670,169,106,2,God,save,0,0
671,79,13,6,Elon,pas,1,1
672,79,230,2,Elon,une,1,1
673,79,234,2,Elon,😁,1,1
674,62,13,6,Musk,pas,1,1
675,62,153,4,Musk,qui,1,1
676,62,230,2,Musk,une,1,1
677,62,234,2,Musk,😁,1,1
678,13,153,8,pas,qui,1,1
679,13,230,4,pas,une,1,1
680,13,234,2,pas,😁,1,1
681,153,230,6,qui,une,1,1
682,153,234,2,qui,😁,1,1
683,230,234,2,une,😁,1,1
684,235,0,2,fail,hate,3,2
685,235,143,2,fail,hear,3,0
686,235,208,2,fail,😞,3,7
687,0,143,2,hate,hear,2,0
688,0,208,2,hate,😞,2,7
689,143,208,2,hear,😞,0,7
690,33,125,3,bad,good,0,2
691,76,236,6,day,first,0,0
692,76,220,2,day,here,0,0
693,236,220,2,first,here,0,0
694,79,46,4,Elon,de,1,1
695,79,14,2,Elon,solution,1,1
696,46,155,4,de,et,1,1
697,46,13,4,de,pas,1,1
698,46,14,4,de,solution,1,1
699,46,80,12,de,un,1,1
700,155,13,6,et,pas,1,1
701,155,14,4,et,solution,1,1
702,155,80,2,et,un,1,1
703,13,80,3,pas,un,1,1
704,14,80,2,solution,un,1,1
705,238,237,2,predict,tired,0,0
706,176,20,2,Palestine,end,8,0
707,176,239,2,Palestine,hopefully,8,0
708,176,240,2,Palestine,keep,8,2
709,176,24,2,Palestine,soon,8,0
710,20,239,2,end,hopefully,0,0
711,20,240,2,end,keep,0,2
712,20,24,4,end,soon,0,0
713,239,240,2,hopefully,keep,0,2
714,239,24,2,hopefully,soon,0,0
715,240,24,2,keep,soon,2,0
716,242,241,2,heart,ppl,2,8
717,242,178,6,heart,🇵,2,8
718,242,179,4,heart,🇸,2,8
719,242,215,2,heart,😏,2,1
720,241,178,6,ppl,🇵,8,8
721,241,179,4,ppl,🇸,8,8
722,241,215,2,ppl,😏,8,1
723,178,178,6,🇵,🇵,8,8
724,178,215,6,🇵,😏,8,1
725,179,179,3,🇸,🇸,8,8
726,179,215,4,🇸,😏,8,1
727,184,240,2,beach,keep,2,2
728,184,12,2,beach,too,2,2
729,184,110,2,beach,water,2,2
730,240,12,2,keep,too,2,2
731,240,110,5,keep,water,2,2
732,12,110,4,too,water,2,2
733,83,33,3,also,bad,4,0
734,83,216,3,also,high,4,0
735,83,243,2,also,plastic,4,0
736,83,94,4,also,steak,4,0
737,33,216,2,bad,high,0,0
738,33,85,2,bad,less,0,4
739,33,243,4,bad,plastic,0,0
740,216,85,2,high,less,0,4
741,216,243,3,high,plastic,0,0
742,216,94,2,high,steak,0,0
743,85,243,2,less,plastic,4,0
744,85,94,2,less,steak,4,0
745,243,94,6,plastic,steak,0,0
746,224,224,9,country,country,0,0
747,224,245,19,country,other,0,0
748,224,244,4,country,single,0,0
749,245,244,2,other,single,0,0
750,245,191,4,other,thing,0,0
751,244,191,2,single,thing,0,0
752,104,246,4,even,then,0,0
753,104,247,3,even,☹,0,0
754,246,247,2,then,☹,0,0
755,209,158,2,rich,scare,0,3
756,209,248,2,rich,🤣,0,6
757,158,248,2,scare,🤣,3,6
758,106,249,2,save,turn,0,0
759,3,250,4,car,company,2,2
760,3,222,10,car,guy,2,2
761,3,251,10,car,produce,2,2
762,3,142,5,car,stop,2,0
763,250,222,2,company,guy,2,2
764,250,251,3,company,produce,2,2
765,250,142,3,company,stop,2,0
766,222,251,2,guy,produce,2,2
767,222,142,2,guy,stop,2,0
768,251,142,2,produce,stop,2,0
769,33,252,3,bad,literally,0,0
770,33,253,2,bad,micro,0,0
771,252,253,2,literally,micro,0,0
772,252,243,2,literally,plastic,0,0
773,252,94,2,literally,steak,0,0
774,253,243,9,micro,plastic,0,0
775,253,94,2,micro,steak,0,0
776,16,228,3,fait,mais,1,1
777,16,80,2,fait,un,1,1
778,15,228,3,il,mais,1,1
779,15,80,19,il,un,1,1
780,228,80,3,mais,un,1,1
781,254,254,2,ce,ce,1,1
782,254,257,6,ce,je,1,1
783,254,258,8,ce,ne,1,1
784,254,256,4,ce,sa,1,7
785,254,255,4,ce,à,1,1
786,257,258,5,je,ne,1,1
787,257,256,2,je,sa,1,7
788,257,255,10,je,à,1,1
789,258,256,2,ne,sa,1,7
790,258,255,6,ne,à,1,1
791,256,255,2,sa,à,7,1
792,259,37,2,again,feel,0,0
793,259,52,2,again,well,0,0
794,37,52,5,feel,well,0,0
795,195,46,2,La,de,1,1
796,195,155,2,La,et,1,1
797,195,258,2,La,ne,1,1
798,195,14,2,La,solution,1,1
799,195,255,4,La,à,1,1
800,46,258,2,de,ne,1,1
801,46,255,11,de,à,1,1
802,155,258,6,et,ne,1,1
803,155,255,4,et,à,1,1
804,258,14,2,ne,solution,1,1
805,14,255,6,solution,à,1,1
