source_word,target_word,weight
UK,reason,3
UK,suppose,3
UK,then,3
UK,year,6
ago,funny,3
ago,grow,7
ago,hot,3
ago,now,4
ago,reason,3
ago,suppose,3
ago,then,3
funny,get,3
funny,grow,6
funny,hot,3
funny,now,3
funny,reason,3
funny,suppose,3
funny,then,3
funny,year,6
get,reason,3
get,suppose,3
grow,grow,3
grow,hot,6
grow,now,6
grow,reason,6
grow,suppose,6
grow,then,6
grow,year,12
hot,now,3
hot,reason,3
hot,suppose,3
hot,then,3
now,reason,3
now,suppose,4
now,then,9
now,year,10
reason,suppose,3
reason,then,4
reason,year,6
suppose,year,7
UK,back,1
back,still,1
back,🥶,2
come,still,1
🥶,🥶,1
love,wish,1
as,bad,2
as,feel,2
as,live,3
as,now,3
as,stop,2
bad,live,2
bad,now,4
bad,only,3
bad,stop,2
feel,get,7
feel,now,2
feel,only,3
feel,stop,2
live,now,6
live,only,5
live,stop,3
now,only,3
now,stop,2
only,stop,2
Katie,actually,1
Katie,people,1
Katie,try,1
actually,people,2
actually,thank,2
actually,try,1
thank,try,5
Katie,great,1
Katie,job,1
Katie,keep,1
Katie,lot,1
Katie,more,2
Katie,need,2
great,job,1
great,lot,1
great,more,2
job,keep,1
job,lot,1
job,more,1
job,need,1
keep,lot,1
keep,more,2
lot,need,2
blame,global,1
blame,warm,1
global,warm,2
about,all,2
about,beautiful,1
about,die,1
about,fact,1
about,future,1
about,get,1
about,hear,1
about,hope,2
about,human,1
about,know,1
about,see,1
about,’re,1
all,beautiful,1
all,fact,1
all,future,1
all,hear,1
all,hope,2
all,human,1
all,know,1
all,make,1
all,see,1
all,’re,1
beautiful,die,1
beautiful,fact,1
beautiful,future,1
beautiful,get,1
beautiful,hear,1
beautiful,hope,2
beautiful,human,2
beautiful,make,1
beautiful,see,1
beautiful,’re,1
die,fact,1
die,future,1
die,get,1
die,hear,1
die,hope,2
die,human,1
die,know,1
die,make,1
die,’re,1
fact,future,1
fact,hope,2
fact,human,1
fact,know,1
fact,make,1
fact,see,1
fact,’re,1
future,hear,1
future,hope,2
future,know,1
future,make,1
get,hear,1
get,know,2
get,’re,1
hear,hope,2
hear,human,1
hear,see,1
hear,’re,1
hope,hope,1
hope,human,2
hope,know,2
hope,see,5
hope,’re,2
human,know,1
human,make,3
human,see,2
human,’re,2
know,’re,5
make,’re,5
bro,micro,1
bro,plastic,1
bro,u,2
micro,u,1
plastic,u,1
care,lmao,1
care,read,1
lmao,read,1
make,never,5
clock,wait,1
absolutely,believe,1
absolutely,people,3
absolutely,♀,1
absolutely,️,1
believe,♀,1
believe,️,1
energy,happen,2
energy,make,3
government,happen,1
government,make,3
be,serious,1
be,think,2
issue,serious,1
issue,think,1
serious,think,1
company,oil,6
oil,poor,1
clean,future,1
clean,other,1
clean,power,2
energy,future,1
energy,power,2
future,nuclear,1
future,other,1
future,power,1
future,want,1
nuclear,other,1
other,power,1
power,want,1
also,anti,2
also,battery,4
also,panel,4
also,show,3
also,slide,4
also,solar,4
also,wait,4
also,want,3
also,’re,3
anti,battery,4
anti,panel,4
anti,show,2
anti,slide,4
anti,solar,4
anti,wait,4
anti,want,2
anti,’re,2
battery,battery,2
battery,panel,8
battery,show,4
battery,slide,8
battery,solar,9
battery,wait,8
battery,want,4
battery,’re,4
panel,panel,2
panel,show,4
panel,slide,8
panel,wait,8
panel,want,4
panel,’re,4
show,slide,5
show,solar,4
show,wait,4
show,want,2
show,’re,2
slide,slide,2
slide,solar,8
slide,wait,8
slide,want,5
slide,’re,4
solar,solar,2
solar,wait,8
solar,want,4
solar,’re,4
wait,wait,2
wait,want,4
wait,’re,4
want,’re,3
Colorado,back,1
Colorado,get,1
Colorado,river,3
Colorado,water,1
back,water,1
get,river,2
river,water,2
climate,high,2
climate,water,4
high,hot,1
high,water,1
point,👏,2
👏,😭,2
else,plane,1
else,wonder,1
plane,take,1
plane,wonder,1
take,wonder,1
last,look,1
last,then,1
able,climate,1
able,learn,1
able,money,1
climate,learn,1
climate,money,2
learn,money,1
buy,read,1
buy,thank,1
read,thank,1
always,ever,1
always,lie,1
always,next,1
always,tell,3
always,😂,2
big,climate,2
big,lie,1
big,next,1
big,tell,1
big,wrong,1
climate,ever,2
climate,lie,2
climate,tell,2
climate,😂,1
ever,lie,1
ever,next,1
ever,wrong,1
ever,😂,1
lie,next,1
lie,tell,3
lie,wrong,1
lie,😂,1
next,wrong,1
next,😂,1
tell,wrong,1
tell,😂,1
wrong,😂,1
get,heat,1
get,one,1
get,place,2
get,talk,2
heat,one,1
heat,place,1
heat,talk,1
one,place,1
only,place,1
only,talk,1
place,talk,1
level,money,1
level,much,1
level,now,1
level,right,1
level,truth,1
make,truth,1
money,much,3
money,truth,1
much,now,2
much,right,1
much,truth,1
now,truth,1
right,truth,1
age,get,1
age,grow,1
age,ready,1
get,tell,3
grow,ice,2
grow,ready,1
grow,tell,2
ice,ready,1
ready,tell,1
ago,lol,1
cap,grow,1
cap,lol,1
grow,lol,3
ice,lol,1
grow,map,2
grow,most,2
grow,think,4
lol,map,2
lol,most,2
lol,think,5
map,most,2
map,people,2
map,think,4
most,people,3
Canada,Ireland,2
Canada,UK,2
Canada,be,2
Canada,bear,2
Canada,fact,2
Canada,far,2
Canada,fun,2
Canada,hit,2
Canada,latitude,2
Canada,polar,2
Canada,sea,2
Ireland,be,2
Ireland,bear,2
Ireland,fact,2
Ireland,far,2
Ireland,fun,2
Ireland,hit,2
Ireland,latitude,2
Ireland,polar,2
Ireland,same,2
Ireland,sea,2
UK,be,2
UK,bear,2
UK,fact,2
UK,far,2
UK,fun,2
UK,hit,2
UK,latitude,4
UK,polar,2
UK,same,3
UK,sea,2
be,bear,2
be,fact,3
be,far,2
be,fun,2
be,hit,2
be,latitude,2
be,polar,2
be,same,2
be,sea,2
bear,fact,2
bear,far,2
bear,fun,2
bear,hit,2
bear,latitude,2
bear,same,2
bear,sea,2
fact,far,2
fact,fun,3
fact,hit,2
fact,latitude,2
fact,polar,2
fact,same,2
fact,sea,2
far,fun,2
far,hit,2
far,latitude,2
far,polar,2
far,same,2
far,sea,2
fun,hit,2
fun,latitude,2
fun,polar,2
fun,same,2
fun,sea,2
hit,latitude,2
hit,polar,2
hit,same,2
hit,sea,2
latitude,polar,2
latitude,sea,2
polar,same,2
polar,sea,2
same,sea,2
come,even,2
come,mention,2
come,person,2
come,’re,3
even,first,6
even,mention,2
even,person,2
even,see,4
even,’re,2
first,mention,3
first,person,3
first,see,4
first,’re,2
mention,person,2
mention,see,2
mention,’re,2
person,see,3
person,’re,2
effect,human,1
effect,way,1
human,way,1
freeze,instead,1
freeze,latitude,1
freeze,love,1
freeze,same,1
freeze,’m,1
freeze,🥰,1
instead,latitude,1
instead,love,1
instead,same,1
instead,’m,2
instead,🥰,1
latitude,love,1
latitude,’m,1
latitude,🥰,1
love,same,1
love,’m,9
same,’m,1
same,🥰,1
’m,🥰,1
climate,more,4
effect,more,2
effect,true,2
first,read,1
first,sorry,1
read,sorry,1
book,global,1
book,system,1
book,use,1
global,system,1
global,use,1
system,use,1
child,here,2
child,mean,1
here,mean,2
find,find,1
find,lucky,2
ago,project,1
ago,video,1
project,video,1
project,year,1
video,year,1
like,other,2
like,really,1
look,other,3
look,really,4
Earth,season,1
cause,everyday,1
cause,planet,1
cause,try,1
cause,weather,2
cause,wonder,1
everyday,planet,1
everyday,try,1
everyday,weather,1
everyday,wonder,2
make,planet,2
make,weather,1
make,wonder,1
planet,try,2
planet,wonder,1
try,weather,5
try,wonder,1
weather,wonder,1
future,sound,1
July,forecast,1
UK,day,1
UK,end,1
UK,news,1
UK,other,1
UK,soon,1
UK,warming,1
bit,day,1
bit,end,1
bit,hot,1
bit,news,1
bit,other,1
bit,soon,1
bit,thing,1
bit,warming,1
day,end,6
day,news,1
day,soon,1
day,warming,1
end,hot,3
end,news,1
end,other,1
end,thing,1
end,warming,1
hot,news,1
hot,other,1
hot,soon,1
hot,thing,1
hot,warming,1
news,other,1
news,soon,1
news,thing,2
news,warming,1
other,soon,1
other,warming,1
soon,thing,1
soon,warming,1
thing,warming,3
be,global,1
be,warm,1
be,😏,2
global,😏,2
warm,😏,2
😏,😏,1
cold,here,3
cold,light,2
cold,make,4
cold,only,2
cold,snow,6
cold,soon,2
cold,well,3
here,light,2
here,make,4
here,snow,3
here,soon,2
here,well,2
light,only,2
light,snow,2
light,soon,2
make,snow,6
make,soon,3
only,snow,2
only,soon,2
only,well,4
snow,soon,2
snow,well,2
soon,well,4
big,end,1
big,know,17
big,read,1
know,read,1
make,read,1
love,much,10
love,😭,4
awesome,sense,1
more,reality,1
more,rich,3
more,super,1
need,super,1
need,talk,2
reality,rich,1
reality,super,1
reality,talk,1
rich,super,1
rich,talk,1
super,talk,2
actually,smart,2
back,death,1
back,freeze,1
back,today,1
back,walk,1
death,freeze,2
death,today,1
death,walk,1
freeze,today,1
freeze,walk,1
today,walk,1
California,degree,1
California,still,1
degree,still,1
class,tho,1
New,latitude,2
New,same,2
finally,snow,1
live,😞,1
almost,growth,1
almost,know,1
almost,seem,1
growth,know,1
growth,seem,1
Florida,hot,1
Florida,summer,1
Florida,weather,1
hot,live,6
live,weather,1
summer,weather,1
call,help,1
help,need,1
help,see,2
break,bro,1
break,pick,1
break,wind,2
bro,pick,2
bro,wind,2
pick,wind,2
wind,wind,1
Florida,actually,1
Florida,scared,1
Florida,true,1
Florida,wait,1
Florida,’m,2
actually,scared,1
actually,true,2
live,scared,2
live,wait,1
scared,true,1
scared,wait,1
true,wait,1
true,’m,1
wait,’m,2
bug,comment,2
bug,m,2
bug,scared,3
bug,💀,2
comment,m,1
comment,scared,1
comment,💀,2
scared,💀,1
God,❤,2
God,️,2
bless,❤,1
bless,️,1
bless,🙏,1
❤,🙏,5
class,school,3
class,show,3
class,use,8
school,show,3
school,use,6
show,use,7
news,see,2
actually,base,1
get,news,1
get,thank,6
good,more,1
good,thank,16
more,news,2
more,thank,1
news,thank,3
able,fast,4
able,make,4
able,share,4
able,thank,4
able,video,4
able,w,4
able,🔥,8
able,😂,4
fast,make,4
fast,video,4
fast,w,4
fast,🔥,8
fast,😂,4
get,share,4
get,video,4
get,w,4
get,🔥,8
get,😂,4
make,share,4
make,w,4
make,🔥,8
make,😂,4
share,video,4
share,w,4
share,🔥,8
thank,w,4
thank,🔥,8
thank,😂,4
video,w,4
video,🔥,8
video,😂,4
w,🔥,8
w,😂,4
🔥,🔥,49
🔥,😂,8
air,build,1
air,company,2
air,first,1
air,gas,1
air,kind,1
air,project,1
build,first,1
build,gas,1
build,project,1
company,first,1
company,gas,2
company,kind,1
company,project,1
first,gas,1
first,kind,1
first,project,1
gas,kind,1
gas,project,1
kind,project,1
New,amazing,1
New,now,1
amazing,now,1
AC,AC,3
AC,death,3
AC,freeze,3
AC,save,4
AC,water,3
AC,winter,3
death,good,2
death,run,1
death,save,1
death,water,1
death,winter,1
freeze,good,2
freeze,run,1
freeze,save,1
freeze,water,1
freeze,winter,1
good,good,8
good,save,3
good,water,3
good,winter,2
run,save,1
run,winter,1
save,water,1
save,winter,1
water,winter,1
effect,live,1
effect,same,1
effect,well,2
live,same,2
live,well,2
same,well,1
hear,too,1
black,cause,1
black,even,1
black,heat,1
black,out,1
black,stay,1
black,work,2
cause,even,1
cause,heat,5
cause,out,1
cause,stay,1
cause,work,2
even,heat,1
even,out,1
even,stay,1
even,work,3
heat,out,1
heat,stay,4
heat,work,5
out,stay,1
out,work,2
stay,work,3
come,everywhere,1
God,bc,1
God,later,1
God,soon,1
God,still,1
God,use,1
God,very,1
God,year,1
bc,end,2
bc,later,1
bc,soon,1
bc,still,1
bc,use,1
bc,very,1
bc,year,2
end,later,1
end,still,3
end,very,1
later,soon,1
later,still,1
later,use,1
later,very,2
soon,still,1
soon,use,1
soon,very,1
still,use,1
still,very,1
still,year,2
day,get,2
day,put,1
day,too,1
get,heart,1
heart,put,1
house,poor,1
look,poor,1
age,also,8
age,cap,4
age,contribute,4
age,mini,4
age,side,4
age,truth,4
age,western,4
also,cap,4
also,contribute,4
also,ice,8
also,melt,4
also,side,4
also,truth,4
also,western,4
cap,contribute,4
cap,melt,4
cap,mini,4
cap,side,4
cap,truth,4
cap,western,4
contribute,ice,4
contribute,melt,4
contribute,mini,4
contribute,side,4
contribute,truth,4
contribute,western,4
ice,mini,4
ice,side,4
ice,truth,4
ice,western,4
melt,mini,4
melt,side,4
melt,truth,4
melt,western,4
mini,side,4
mini,truth,4
mini,western,4
side,truth,4
side,western,4
truth,western,4
account,also,4
account,base,4
account,climate,4
account,cool,4
account,natural,4
account,trend,4
also,base,5
also,cool,4
also,natural,5
also,take,5
also,trend,4
base,climate,4
base,cool,4
base,natural,4
base,take,5
base,trend,4
climate,take,5
climate,trend,4
cool,natural,4
cool,take,5
cool,trend,4
natural,take,4
natural,trend,4
take,trend,4
cut,hope,1
cut,old,1
cut,year,1
hope,old,1
hope,year,1
old,year,1
allow,flower,2
allow,lawn,2
hope,live,2
hope,thing,2
hope,😭,3
live,thing,1
thing,😭,3
build,cause,4
build,clear,4
build,field,4
build,grass,4
build,growth,4
build,natural,4
build,problem,4
build,solar,4
cause,clear,4
cause,field,4
cause,grass,4
cause,growth,4
cause,natural,4
cause,solar,4
clear,field,4
clear,grass,4
clear,grow,4
clear,growth,4
clear,more,4
clear,natural,4
clear,problem,4
clear,solar,4
clear,tree,4
field,grass,4
field,grow,4
field,growth,4
field,more,4
field,natural,4
field,problem,4
field,solar,4
field,tree,4
grass,grow,5
grass,growth,4
grass,more,4
grass,natural,4
grass,problem,4
grass,solar,4
grass,tree,5
grow,growth,4
grow,problem,4
grow,solar,4
growth,more,4
growth,natural,4
growth,problem,4
growth,solar,4
growth,tree,4
more,natural,4
more,solar,4
natural,problem,4
natural,solar,4
problem,solar,4
problem,tree,4
solar,tree,4
energy,money,2
action,course,4
action,current,4
action,government,4
action,let,4
action,much,4
action,take,6
course,current,4
course,government,4
course,let,4
course,much,4
course,take,5
current,government,4
current,let,4
current,much,4
current,take,4
government,let,4
government,much,4
let,take,5
much,take,5
ask,heat,4
ask,last,4
ask,more,4
ask,person,4
ask,point,4
ask,right,4
earth,heat,5
earth,last,4
earth,more,5
earth,person,4
earth,right,4
earth,wait,4
heat,last,4
heat,more,8
heat,person,4
heat,point,4
heat,right,4
heat,wait,4
last,person,4
last,point,4
last,right,5
last,wait,4
more,person,4
person,point,4
person,right,4
person,wait,4
point,right,4
point,wait,4
right,wait,4
give,jovial,8
give,listen,4
give,part,4
give,planet,8
give,pull,4
give,sorry,4
give,stop,4
give,sun,4
give,think,5
give,’m,5
jovial,jovial,4
jovial,listen,8
jovial,part,8
jovial,planet,16
jovial,pull,8
jovial,sorry,8
jovial,stop,8
jovial,sun,8
jovial,think,8
jovial,’m,8
listen,part,4
listen,planet,8
listen,pull,4
listen,sorry,4
listen,stop,4
listen,sun,4
listen,think,4
listen,’m,4
part,planet,8
part,pull,4
part,sorry,4
part,stop,4
part,sun,4
planet,pull,8
planet,sorry,8
planet,stop,9
planet,sun,8
pull,sorry,4
pull,stop,4
pull,sun,4
pull,think,4
pull,’m,4
sorry,stop,4
sorry,sun,4
stop,sun,4
stop,’m,4
sun,’m,4
Canada,live,4
Canada,snow,1
Canada,tree,1
live,tree,3
snow,tree,1
concern,global,4
age,before,4
age,climate,9
age,current,4
age,happen,5
age,last,8
age,place,4
age,work,5
before,current,4
before,last,4
before,natural,4
before,place,4
before,work,4
climate,current,4
climate,last,5
climate,place,4
climate,work,4
current,happen,4
current,last,4
current,natural,4
current,place,4
happen,last,6
happen,natural,4
happen,place,4
happen,work,5
last,place,4
natural,place,4
natural,work,4
place,work,4
leave,tree,1
also,company,1
also,enough,1
also,good,1
also,yet,1
bc,big,1
bc,company,1
bc,enough,1
bc,yet,1
big,enough,1
big,yet,1
company,enough,1
company,good,1
company,yet,1
enough,good,2
enough,yet,1
good,yet,1
bc,destroy,1
bc,few,1
bc,mean,1
bc,planet,1
bc,try,1
destroy,few,1
destroy,mean,2
destroy,planet,2
destroy,try,1
destroy,year,1
few,mean,1
few,planet,1
few,try,1
mean,planet,2
mean,try,1
mean,year,1
try,year,1
break,earth,4
break,good,1
break,make,1
break,panel,1
break,resource,1
break,science,1
break,solar,1
break,use,1
earth,make,2
earth,panel,1
earth,resource,1
earth,science,4
earth,solar,1
earth,thing,2
earth,use,1
good,panel,1
good,resource,1
good,science,1
good,solar,1
make,panel,2
make,resource,2
make,science,1
make,solar,2
panel,resource,1
panel,science,1
panel,thing,1
panel,use,2
resource,science,1
resource,solar,1
resource,thing,1
resource,use,1
science,solar,1
science,thing,2
science,use,1
solar,thing,1
solar,use,2
degree,ever,1
never,😭,1
fake,hold,1
fake,real,1
fake,save,1
fake,still,1
hold,real,1
hold,save,1
hold,still,1
hold,tree,2
real,save,1
real,still,2
real,year,1
save,still,1
save,tree,4
save,year,3
still,tree,2
Colorado,degree,1
Colorado,especially,1
Colorado,problem,1
Colorado,really,1
Colorado,suppose,1
Colorado,u,1
Colorado,way,1
degree,especially,1
degree,problem,1
degree,really,1
degree,suppose,1
degree,u,1
degree,way,1
especially,problem,1
especially,really,1
especially,snow,1
especially,suppose,1
especially,u,1
especially,way,1
especially,year,1
live,problem,3
live,suppose,1
live,u,1
live,way,1
problem,really,5
problem,snow,1
problem,suppose,1
problem,u,1
problem,way,1
problem,year,4
really,snow,1
really,suppose,1
really,u,1
really,way,1
really,year,1
snow,u,1
snow,way,1
suppose,u,1
suppose,way,1
u,way,1
u,year,1
imagine,pass,1
get,safe,1
get,scared,1
safe,scared,1
consider,destroy,1
consider,fun,1
consider,make,1
consider,mean,1
consider,planet,1
consider,really,1
consider,stop,1
destroy,fun,1
destroy,make,1
destroy,really,1
destroy,stop,1
fun,make,1
fun,mean,1
fun,planet,1
fun,really,1
fun,stop,1
make,mean,1
make,really,4
mean,stop,1
planet,really,3
really,stop,1
grass,love,3
ahh,good,1
slide,think,1
about,class,2
about,fake,1
about,fix,1
about,give,1
about,light,2
about,start,1
about,then,1
about,use,1
class,class,1
class,fake,2
class,fix,2
class,give,2
class,light,4
class,start,2
class,then,2
class,tree,2
class,year,2
fake,fix,1
fake,give,1
fake,light,2
fake,start,1
fake,then,1
fake,use,1
fix,give,1
fix,light,2
fix,start,1
fix,then,1
fix,tree,1
fix,use,2
give,light,3
give,start,1
give,then,1
give,tree,2
give,use,3
light,light,1
light,start,2
light,then,2
light,tree,2
light,year,2
start,tree,1
start,use,1
then,tree,2
beach,nice,1
beach,view,1
nice,view,1
actually,bro,1
actually,fun,1
actually,super,1
bro,fun,1
bro,super,1
fun,super,1
flood,idea,1
flood,move,1
flood,plan,1
idea,move,1
idea,plan,1
move,plan,1
AC,also,3
AC,cheap,3
AC,fan,3
also,cheap,3
also,fan,3
cheap,fan,3
cheap,run,3
fan,run,3
lawn,show,1
almost,also,1
almost,black,1
almost,people,2
almost,true,1
also,black,1
also,people,2
also,true,1
black,people,1
black,true,1
people,true,2
bring,home,4
bring,want,4
home,want,4
air,as,1
air,chemical,1
air,other,1
air,part,1
air,problem,1
air,resource,1
air,too,1
air,well,1
air,’re,1
air,💯,1
as,chemical,1
as,other,1
as,part,2
as,problem,1
as,resource,2
as,’re,1
as,💯,1
chemical,other,1
chemical,part,1
chemical,problem,1
chemical,resource,1
chemical,too,2
chemical,well,1
chemical,’re,1
chemical,💯,1
other,problem,1
other,resource,1
other,’re,1
other,💯,1
part,problem,1
part,resource,1
part,too,1
part,well,1
part,’re,1
part,💯,1
problem,resource,1
problem,too,1
problem,well,1
problem,’re,1
problem,💯,1
resource,too,1
resource,well,1
resource,’re,1
resource,💯,1
too,well,2
too,💯,1
well,’re,1
well,💯,1
’re,💯,1
end,second,2
end,there,2
second,there,2
last,second,1
last,😔,1
second,😔,1
first,human,1
human,person,1
climate,energy,2
climate,put,1
energy,keep,2
energy,put,1
keep,only,1
keep,put,1
keep,run,1
more,only,5
more,run,1
only,put,1
only,run,1
put,run,1
Pakistan,always,1
Pakistan,hot,1
Pakistan,last,1
Pakistan,time,3
Pakistan,year,5
Pakistan,😂,1
always,hot,3
always,time,1
hot,😂,1
last,😂,1
time,😂,1
fish,open,4
know,warm,1
letter,letter,1
letter,warm,2
lawn,lot,1
lawn,replace,1
lawn,small,4
lot,replace,1
lot,small,1
replace,small,1
People,anti,1
People,get,1
People,lot,1
People,nuclear,1
People,person,1
People,still,1
People,stuff,1
People,super,1
People,waste,1
anti,get,1
anti,lot,1
anti,nuclear,1
anti,person,1
anti,still,1
anti,stuff,1
anti,super,1
anti,waste,1
get,lot,1
get,still,2
get,super,1
get,waste,2
lot,nuclear,1
lot,person,1
lot,still,1
lot,stuff,1
lot,super,1
lot,waste,1
nuclear,person,1
nuclear,still,1
nuclear,stuff,1
nuclear,super,1
person,still,1
person,stuff,1
person,super,1
person,waste,1
still,stuff,2
still,super,1
still,waste,1
stuff,super,1
stuff,waste,1
super,waste,1
also,knowledge,3
also,summer,3
also,😏,3
knowledge,summer,3
knowledge,😏,3
summer,😏,3
company,ever,1
company,listen,1
company,play,1
ever,listen,1
ever,play,1
gas,listen,1
gas,play,1
listen,play,1
now,true,2
only,true,1
%,be,5
%,high,2
%,kind,2
be,high,4
high,kind,2
BC,dry,2
BC,last,2
BC,run,2
BC,sad,2
BC,see,4
BC,week,2
dry,last,2
dry,run,2
dry,sad,2
dry,see,4
dry,week,2
last,run,2
run,sad,2
run,see,4
run,week,2
see,see,2
attention,bring,3
attention,climate,2
attention,face,2
attention,thank,3
bring,face,2
bring,thank,4
climate,face,2
face,thank,2
big,emission,1
big,help,1
big,much,10
cause,company,1
cause,emission,1
cause,much,1
cause,waste,1
company,help,1
company,much,2
company,problem,1
company,waste,1
emission,help,1
emission,much,2
emission,problem,1
emission,waste,1
help,much,2
help,problem,1
help,waste,2
much,problem,3
problem,waste,1
energy,learn,1
energy,safe,3
happen,learn,2
happen,nuclear,1
happen,safe,1
learn,nuclear,1
learn,safe,1
nuclear,safe,2
back,s,1
s,then,1
weather,work,1
fact,one,2
fact,read,2
fact,seem,2
fact,text,2
fact,thing,2
fact,whole,2
love,read,2
love,seem,2
love,text,2
love,whole,2
one,read,2
one,seem,2
one,text,2
one,thing,2
one,whole,3
read,seem,2
read,text,2
seem,text,2
seem,thing,2
seem,whole,2
text,thing,2
text,whole,2
look,map,2
autumn,know,1
autumn,summer,1
autumn,talk,1
autumn,winter,2
know,summer,1
know,winter,1
summer,talk,1
talk,winter,1
get,protect,1
protect,woman,1
tho,🤣,1
amazing,amount,4
amazing,literally,5
amazing,put,4
amazing,time,4
amazing,work,4
amount,put,4
amount,time,6
amount,work,5
literally,put,4
literally,time,4
literally,work,4
put,time,4
bad,big,8
bad,far,4
bad,here,4
bad,need,6
bad,out,4
bad,then,4
big,big,4
big,here,8
big,out,8
far,here,4
far,much,4
far,need,4
far,out,4
far,then,4
here,know,8
here,much,5
here,need,8
here,out,5
know,need,10
know,out,8
much,out,4
much,then,4
need,out,4
out,then,4
much,rain,1
explanation,research,4
explanation,thank,4
research,thank,8
also,last,4
also,only,5
argument,honestly,4
argument,human,4
argument,thank,4
argument,try,4
honestly,human,4
honestly,thank,4
honestly,try,4
human,thank,4
human,try,8
%,bro,4
%,🙏,4
bro,right,6
bro,🙏,5
give,great,1
give,man,1
give,thank,5
give,very,2
give,❤,3
good,great,4
good,man,4
good,think,4
good,❤,12
great,man,1
great,much,1
great,people,1
great,thank,6
great,very,2
great,❤,3
man,much,1
man,people,2
man,thank,3
man,think,1
man,very,2
man,❤,3
much,thank,11
much,very,5
much,❤,3
people,very,2
people,❤,3
thank,thank,4
thank,think,5
thank,very,9
thank,❤,11
think,very,4
think,❤,3
very,very,2
very,❤,6
❤,❤,11
like,mean,4
like,weather,4
mean,weather,4
add,co2,4
add,explain,4
add,extinction,4
add,focus,4
add,gas,4
add,mass,4
add,mom,4
add,rate,4
add,try,4
co2,explain,4
co2,extinction,4
co2,focus,4
co2,gas,4
co2,mass,4
co2,mom,4
co2,rate,4
co2,try,4
explain,extinction,4
explain,focus,4
explain,gas,4
explain,mass,4
explain,mom,4
explain,rate,4
explain,try,4
extinction,focus,4
extinction,gas,4
extinction,mass,4
extinction,mom,4
extinction,rate,4
extinction,try,4
focus,gas,4
focus,mass,4
focus,mom,4
focus,rate,4
focus,try,4
gas,mass,4
gas,mom,4
gas,rate,4
gas,try,4
mass,mom,4
mass,rate,4
mass,try,5
mom,rate,4
mom,try,4
rate,try,4
BC,IM,2
BC,already,2
BC,always,2
BC,be,2
BC,life,2
BC,plan,2
IM,already,2
IM,always,2
IM,be,2
IM,life,2
IM,plan,2
already,always,2
already,be,2
already,life,2
always,be,2
always,plan,2
be,life,2
be,plan,2
life,plan,2
come,there,2
bless,much,4
always,thank,10
always,work,6
thank,work,8
bro,map,1
bro,same,1
map,same,1
Europe,cold,4
Europe,get,1
Europe,winter,2
cold,last,4
get,last,2
last,winter,2
map,way,1
map,wrong,1
way,wrong,1
already,get,1
already,want,1
already,winter,1
already,😅,1
get,want,6
get,😅,2
want,😅,1
winter,😅,1
break,share,1
break,thank,1
break,❤,2
break,️,2
share,❤,2
share,️,2
thank,️,4
common,one,1
knowledge,one,1
good,text,4
US,literally,1
US,teach,1
US,well,1
literally,need,1
literally,teach,1
literally,well,1
teach,well,1
bless,right,2
get,here,1
get,over,2
get,start,3
get,temperature,1
here,least,1
here,more,1
here,over,1
here,start,1
here,temperature,1
least,mean,1
least,more,1
least,over,1
least,start,1
least,temperature,1
mean,more,2
mean,over,1
mean,start,1
mean,temperature,1
more,over,1
more,temperature,1
over,start,1
over,temperature,1
start,temperature,1
UK,live,1
UK,south,1
UK,🤣,2
latitude,live,1
latitude,south,1
latitude,🤣,2
live,🤣,2
same,south,1
south,🤣,2
most,normal,1
most,💀,1
normal,💀,1
bro,great,1
today,watch,1
black,life,1
black,real,1
many,other,5
believe,ever,1
believe,ice,3
believe,melt,1
believe,water,2
climate,ice,8
climate,melt,1
ever,ice,3
ever,melt,1
ever,see,4
ever,water,2
ice,ice,3
ice,never,6
ice,see,3
ice,water,8
melt,never,2
melt,see,1
melt,water,3
never,never,1
never,see,2
never,water,4
good,little,4
good,pick,4
good,still,4
good,watch,4
good,work,6
good,🥰,4
little,pick,4
little,still,4
little,time,8
little,watch,4
little,work,4
little,🥰,4
pick,still,4
pick,time,8
pick,watch,4
pick,🥰,4
still,time,8
still,watch,4
still,work,7
still,🥰,4
time,watch,11
time,🥰,8
watch,work,4
watch,🥰,5
work,🥰,5
actually,even,1
actually,learn,1
actually,never,1
actually,new,1
actually,think,2
actually,today,1
even,never,1
even,new,1
even,think,3
even,today,1
learn,never,1
learn,new,1
learn,today,1
never,new,1
never,today,2
new,today,1
think,today,1
concern,real,3
home,kid,1
home,water,1
kid,water,1
only,save,1
always,brilliant,4
brilliant,thank,4
hope,out,1
hope,😳,5
out,😳,5
😳,😳,10
walk,work,1
energy,good,2
fuel,good,1
fuel,research,1
fuel,safe,1
good,research,1
good,safe,1
research,safe,1
New,cold,2
New,day,4
New,early,2
New,end,2
New,even,2
New,first,2
New,freak,2
New,hot,2
New,still,2
cold,early,2
cold,end,2
cold,even,2
cold,first,2
cold,freak,2
day,early,4
day,freak,4
day,live,5
day,still,4
early,end,2
early,even,2
early,first,2
early,freak,2
early,hot,2
early,live,2
early,still,2
end,first,2
end,freak,2
even,freak,2
even,hot,2
even,still,6
first,freak,2
first,hot,2
first,live,2
first,still,2
freak,hot,2
freak,live,2
freak,still,2
hot,still,2
live,still,7
blame,bring,1
blame,car,4
blame,good,2
blame,industry,1
blame,let,1
blame,oil,4
blame,person,2
blame,run,1
blame,sound,1
blame,truck,1
bring,car,1
bring,good,3
bring,industry,1
bring,let,1
