aweme_id,cid,create_time,text,reply_comment_total
7275083944171719979,7275347158776185642,2023-09-05,Okay but the Sea Monkeys took me out 😭😭,5
7278314820888169734,7278752167081870085,2023-09-14,lo malo esq no dan ganas de bañarse con este frío jajajshs,5
7281935325604171013,7282750708927464197,2023-09-25,bunga numbuh bibitnya drmn??,5
7286673402717424903,7303962482262754079,2023-11-21,Imagine calling ur insurance to report an octopus did that😂😂😂,5
7281621191889014048,7282398776840258337,2023-09-24,he needs to go!!!!,5
7280478920753958145,7280488605487235841,2023-09-19,Add in black roofs. Planners know about this but let this occur.,5
7287257421683150113,7287450348889228065,2023-10-08,Und wir haben eine klimasteuer 😂😂😂😂,5
7286289576493108523,7289159528087356192,2023-10-12,155 days in a row? in Ireland we call that summer.,5
7282816128613649696,7283791781740380960,2023-09-28,And that’s like 1million years away,5
7271410119622020395,7271413589931524896,2023-08-25,what'd the point in hoarding that much money when they're fully acknowledging that they will be dead before they can spend it,4
7277317545454177582,7277321114249249578,2023-09-10,I’ve been woke for a while now,4
7276434003060854062,7283130781664772907,2023-09-26,"it eat pure seafood, clams, crabs, shrimp, lobster, scallops,fish, you name it, I eat it, from the OCEAN, and I catch most of it.😳",4
7272820833368739114,7272889335900488453,2023-08-29,It's the holding the bag of ice to cool down for me 😳 like sirrrr,4
7287680374136786219,7306537586288608005,2023-11-28,You literally just did an advert for shell,4
7286289576493108523,7286293773582795550,2023-10-05,Sounds like now,4
7277317545454177582,7277371896248369963,2023-09-11,Girlll that was some scurry ishhh....,4
7283876381547695393,7357407756683543328,2024-04-13,Bro is nobody gonna talk a bout the search💀💀💀💀,4
7274689988548185376,7277587138744943392,2023-09-11,"alle 12000-15000 jahre resetted sich die welt neu, wir sind ungefähr im ja 12000 nach dem letzten reset....",4
7273854909378759969,7273855843148808992,2023-09-01,Why did they cut it down?,4
7286289576493108523,7286455331793863430,2023-10-05,How can this be?? There weren’t even cars emissions damaging the atmosphere!!!,4
7280478920753958145,7280536425820553991,2023-09-19,Warm start to summer? It’s 19 days into spring! Summer is 2 and half months away,4
7275412673473514798,7275415674848690990,2023-09-05,"At this point, it just hurts…🤦🏼‍♀️",4
7275412673473514798,7275414847725208363,2023-09-05,Where is the damn disclaimer for this roller coaster ride?!!!,4
7275412673473514798,7276287076981818155,2023-09-08,Can they at least require they watch Schoolhouse Rock as a minimum before running for office?,4
7285526435232714030,7286593453314786091,2023-10-05,welcome to a dystopian novel,4
7278835906868514090,7279572849074373422,2023-09-16,Hey thank you sm for sharing these resources with us! Just a heads up tho. The pdfs you put on linktree were kinda hard to access at first?,4
7286289576493108523,7287295687807779616,2023-10-07,casting spells? did i hear correctly?,4
7276894831199145249,7295621287560364833,2023-10-30,Deze vraag heeft Nederland niet gesteld,4
7283876381547695393,7391918441689006881,2024-07-15,не бойся ето с возрастом пройдёт,3
7278314820888169734,7278444787891094278,2023-09-13,prefiero eso antes q el sol pero si es cierto q no puedo sacar a pasear a mis perros por la lluvia 😩,3
7275895775681400106,7275975148040520480,2023-09-07,WHAT PLEASE CHAT IS THIS REAL?????,3
